股票代码,股票名称,当前价,涨跌幅,年初至今,换手率,市盈率(TTM),股息率,市值,关注者
SZ300633,开立医疗,27.34,1.3,14.47,0.95,203.324,0.095,11040862570,31073
SZ002139,拓邦股份,8.65,1.29,57.02,5.59,21.258,0.578,8919835686,39523
SZ000026,飞亚达,14.22,1.28,31.16,3.18,24.162,1.407,6087935808,13031
SZ300437,清水源,13.44,1.28,30.04,4.89,35.825,0.818,2934571530,10670
SH603738,泰晶科技,19.74,1.28,1.18,1.34,273.114,0.405,3359625573,14115
SZ000609,中迪投资,5.57,1.27,1.27,2.17,20.116,0,1666908958,22549
SH600515,海航基础,7.23,1.26,62.11,3.94,None,0,28251893486,27162
SZ000301,东方盛虹,6.49,1.25,27.88,0.39,35.633,1.284,31378266490,16130
SZ002483,润邦股份,6.48,1.25,54.54,2.11,36.249,0.772,6106031003,9670
SH603669,灵康药业,8.1,1.25,57.47,0.35,34.319,1.764,5778864000,17968
SH600226,*ST瀚叶,1.62,1.25,-48.41,0.79,None,0,5069000384,14745
SH603922,金鸿顺,18.15,1.23,17.86,4.49,None,0,2323200000,2553
SZ300035,中科电气,11.56,1.23,47.87,8.26,58.024,0.519,7428257445,28218
SZ000985,大庆华科,17.27,1.23,6.38,1.5,153.162,0.926,2238874165,7496
SZ000533,顺钠股份,3.28,1.23,19.27,2.92,122.609,0,2265876480,20837
SH600151,航天机电,7.48,1.22,57.81,1.39,None,0,10728207107,62275
SZ000922,佳电股份,8.33,1.22,31.23,2.32,14.905,0.8,4984639121,24027
SH600267,海正药业,17.63,1.21,78.47,1.42,60.554,0.284,17022326374,235545
SH603665,康隆达,27.68,1.21,98.76,2.29,85.982,3.662,4096640000,4845
SZ002421,达实智能,4.17,1.21,16.38,1.64,None,0.723,8025703885,28876
SZ300569,天能重工,18.55,1.2,119.57,10.75,21.236,1.776,7269126543,14251
SH600112,ST天成,1.7,1.19,-19.05,0.5,None,0,865648238,31020
SZ300271,华宇软件,23,1.19,-9.2,0.66,50.823,0.311,18752169169,25794
SH601668,中国建筑,5.11,1.19,-5.58,0.69,5.178,3.62,214441515421,401137
SZ300277,海联讯,14.44,1.19,52.98,1.54,283.382,0.208,4837400000,14499
SZ002077,*ST大港,6.78,1.19,13.95,0.66,None,0,3934762918,26949
SZ002190,成飞集成,26.51,1.18,22.85,0.68,122.03,0.226,9509914883,70253
SH600387,海越能源,6.88,1.18,-17.11,0.72,33.162,0,3245808312,23943
SZ300357,我武生物,57.26,1.18,30.11,0.67,106.751,0.314,29980419840,67657
SZ002272,川润股份,5.13,1.18,14.25,2.91,55.428,0,2205889740,8002
SH603607,京华激光,14.67,1.17,-5.4,2.12,24.387,1.461,2618841456,5951
SZ002192,*ST融捷,18.28,1.16,-27.29,1.17,None,0,4746497111,216334
SZ000690,宝新能源,7.82,1.16,43.96,1,14.127,2.558,17015443081,29589
SH600751,海航科技,3.52,1.15,20.14,1.6,12.206,0,10205668996,92596
SZ000005,世纪星源,2.64,1.15,-14.56,0.8,34.792,0,2794537263,39416
SH603778,乾景园林,4.38,1.15,2.78,0.73,None,0.16,2190000000,81184
SZ300691,联合光电,15.93,1.14,-12.31,2.14,61.346,0.951,3551627399,12015
SZ002112,三变科技,8.86,1.14,29.53,1.7,100.555,0,1786176000,13484
SH600523,贵航股份,16.03,1.14,18.31,0.72,38.43,1.042,6481110460,18292
SH601618,中国中冶,2.68,1.13,-1.79,0.28,7.895,2.687,55539299376,110858
SH600989,宝丰能源,10.73,1.13,16.41,0.54,19.647,2.61,78686952800,15236
SZ002515,金字火腿,6.28,1.13,15.89,1.93,78.194,0.796,6143807398,40661
SH900934,锦江B股,1.723,1.12,-2.98,0.37,13.622,4.89,1650524486,6627
SH600015,华夏银行,6.36,1.11,-13.69,0.3,4.728,3.915,97862744532,164669
SH603359,东珠生态,20.12,1.11,35.82,1.22,13.85,0.994,6411036800,5798
SZ300878,维康药业,70.88,1.08,71.46,15.74,44.862,None,5701521140,1957
SZ000415,渤海租赁,2.8,1.08,-26.32,0.39,None,0,17316659590,30461
SH600340,华夏幸福,14.98,1.08,-28.32,0.41,4.808,7.703,58630743933,153961
SZ002151,北斗星通,59.27,1.07,134.83,5.7,None,0,29121791264,107493
SZ002111,威海广泰,16.03,1.07,4.47,1.6,17.641,1.684,6120694889,25670
SZ300092,科新机电,12.24,1.07,68.34,8.39,37.24,0.147,2834771760,10647
SH600287,江苏舜天,5.7,1.06,-3.94,0.54,18.777,1.579,2489737622,16781
SZ000911,南宁糖业,8.59,1.06,43.17,3.32,4.882,0,2783855249,44086
SH603758,秦安股份,8.55,1.06,37.22,0.6,8.809,0.947,3751714769,5989
SZ002370,亚太药业,4.78,1.06,-25.66,1.01,None,0,2564684708,11557
SH600326,西藏天路,7.72,1.05,6.34,1.68,19.592,0.976,7091018458,36358
SZ002353,杰瑞股份,27.79,1.05,-24.43,1.35,17.179,0.576,26618762438,151585
SZ002560,通达股份,9.68,1.04,69.65,3.63,27.509,1.033,4296527077,15160
SH603768,常青股份,15.58,1.04,43.12,0.76,212.892,0.237,3178320000,2087
SZ300400,劲拓股份,17.42,1.04,21.39,5.95,36.717,0,4226541436,16600
SZ300297,蓝盾股份,7.88,1.03,39.72,26.9,None,0,9848533138,39094
SZ002408,齐翔腾达,8.03,1.01,13.63,0.7,19.207,0.996,14254930302,19020
SZ002617,露笑科技,8,1.01,47.6,9.51,295.686,0,12085347472,29789
SH600770,综艺股份,6.08,1,12.8,0.99,31.47,0,7904000000,28932
SZ002036,联创电子,11.06,1,-15.41,1.49,44.279,0.07,10275036939,59063
SH603767,中马传动,9.18,0.99,27.21,2.25,43.558,2.179,2809979640,2955
SZ300061,旗天科技,7.12,0.99,11.6,7.51,None,0,4792260002,25256
SH600383,金地集团,14.3,0.99,2.76,0.61,6.849,4.685,64558545080,73093
SH603110,东方材料,20.8,0.97,31.01,1.17,52.468,2.644,2989654304,4434
SZ000626,远大控股,7.29,0.97,-3.06,0.65,167.268,0,3957558036,20988
SH601818,光大银行,4.16,0.97,-0.01,0.6,6.19,5.144,218355649300,312593
SZ002807,江阴银行,4.23,0.95,-5.1,0.78,9.017,4.255,9187564234,18535
SZ000863,三湘印象,4.24,0.95,-0.79,0.45,None,9.434,5194882598,11286
SZ002650,ST加加,7.4,0.95,107.9,0.97,46.397,0.473,8524800000,20611
SH600919,江苏银行,6.4,0.95,-7.25,0.64,4.961,4.344,73884884608,38949
SH603533,掌阅科技,26.75,0.94,58.67,0.79,51.679,0.561,10726750000,26058
SZ300617,安靠智电,46.3,0.94,144.8,4.14,41.36,0.835,5988608912,5843
SZ002114,罗平锌电,6.41,0.94,-13.96,0.78,None,0,2072963661,17502
SH603222,济民制药,37.6,0.94,-31.56,0.8,191.721,0.128,12032000000,12705
SH601258,ST庞大,1.08,0.93,-22.86,0.24,8.126,0,11045403076,52178
SZ002447,*ST晨鑫,2.16,0.93,-36.28,0.92,None,0,3082736880,15996
SH601390,中国中铁,5.4,0.93,-6.32,0.23,5.337,3.13,132683018128,244281
SH603600,永艺股份,15.44,0.92,28.16,1.43,23.914,1.295,4671273184,20484
SZ200030,富奥B,3.29,0.92,7.04,0.54,5.686,5.639,5956716445,2511
SH601117,中国化学,5.48,0.92,-12.27,0.34,9.308,3.412,27032840000,61760
SZ000735,罗牛山,10.01,0.91,-1.3,2.03,79.385,0.2,11526650916,81963
SH601366,利群股份,6.62,0.91,20.43,0.29,64.772,2.266,5696513045,6229
SH603601,再升科技,15.56,0.91,104.78,1.44,31.592,0.642,11187200586,32314
SZ300306,远方信息,12.22,0.91,0.83,3.96,41.209,0,3352854019,12093
SZ002857,三晖电气,13.26,0.91,9.95,1.23,52.625,0.754,1697280000,2566
SZ002068,黑猫股份,5.55,0.91,15.38,2.72,None,0,4035202958,17926
SZ000997,新大陆,16.66,0.91,5.69,2.26,36.255,0.78,17521817085,192393
SZ300131,英唐智控,10.07,0.9,96.3,28.49,68.394,0,10770131110,31180
SZ300245,天玑科技,12.36,0.9,28.14,5.69,134.536,0.202,3874334613,27292
SH600428,中远海特,3.37,0.9,-9.89,0.4,98.298,0,7234213098,78759
SZ300503,昊志机电,19.09,0.9,62.19,3.02,None,0,5421351709,8626
SZ300330,华虹计通,13.59,0.89,39.67,4.66,305.268,0,2326035861,16936
SZ002021,ST中捷,2.27,0.89,-8.47,0.47,58.843,0,1561340141,14176
SZ300570,太辰光,20.4,0.89,-23.57,1.01,44.561,2.206,4691934720,11581
SZ002529,*ST海源,5.68,0.89,-1.05,0.45,None,0,1476800000,20487
SH603677,奇精机械,13.58,0.89,13.67,1.67,37.105,3.551,2609116071,2712
SH600639,浦东金桥,13.55,0.89,2.23,0.7,12.82,2.288,15208694700,23413
SZ200168,*ST舜喆B,1.15,0.88,0.88,0.09,42.227,0,366390000,401
SH603217,元利科技,29.95,0.88,-13.67,2.19,32.396,1.431,3817307200,1832
SH600482,中国动力,17.45,0.87,-12.75,0.59,44.577,0,37703894252,45131
SH600704,物产中大,4.63,0.87,-6.67,0.26,8.528,5.4,23437902845,70326
SZ002027,分众传媒,9.24,0.87,49.33,0.93,49.911,0.758,135623613787,190625
SZ000581,威孚高科,24.72,0.86,36.72,0.66,10.669,4.45,24941258090,75363
SZ000971,*ST高升,2.35,0.86,-24.44,0.35,None,0,2479973624,19075
SZ000030,富奥股份,7.04,0.86,52.26,0.94,14.116,2.415,12746286861,32699
SZ002738,中矿资源,19.07,0.85,13.48,3.78,48.117,0.262,5300057897,19005
SH601890,亚星锚链,5.95,0.85,4.58,0.87,65.703,0.504,5708430000,57727
SH601333,广深铁路,2.36,0.85,-21.05,0.13,None,2.542,16717147320,41678
SZ300154,瑞凌股份,7.15,0.85,31.24,1.72,33.563,2.797,3257597200,6853
SH603900,莱绅通灵,8.27,0.85,-7.92,0.55,32.807,4.837,2815718657,7247
SH600628,新世界,9.52,0.85,1.33,0.2,None,0.315,6158253656,17786
SZ002320,海峡股份,9.56,0.84,13.35,0.52,53.795,1.395,14205734178,22712
SH688155,先惠技术,70.95,0.84,83,18,50.558,None,5365951054,856
SH600184,光电股份,10.97,0.83,-2.9,0.73,144.804,0.337,5581106261,56321
SH603088,宁波精达,8.5,0.83,38.32,0.6,25.818,3.193,1865920000,8463
SZ300853,申昊科技,66.79,0.83,120.62,11.1,44.438,0.449,5451934120,2393
SH601186,中国铁建,8.5,0.83,-14.18,0.44,5.706,2.471,115426102750,179459
SZ002101,广东鸿图,7.4,0.82,3.64,1.01,None,0,3922468908,13500
SH600470,*ST六化,3.69,0.82,-13.79,0.59,None,0,1924704000,12341
SZ002839,张家港行,6.22,0.81,7.56,3.12,11.548,2.411,11245496527,22188
SH603050,科林电气,14.9,0.81,35.46,7.28,22.671,1.141,2417145050,7629
SZ000868,ST安凯,3.73,0.81,-30.41,1.03,None,0,2735317797,26337
SZ002554,惠博普,2.48,0.81,-18.17,0.6,None,0.323,2655608800,12865
SH603358,华达科技,17.75,0.8,22.01,0.51,33.694,1.69,5566400000,5183
SZ300534,陇神戎发,7.66,0.79,28.96,3.97,None,0.131,2323622700,8024
SZ300137,先河环保,7.69,0.79,1.63,2.69,17.978,1.3,4237440310,29054
SH600378,昊华科技,21.7,0.79,13.27,1.65,34.393,0.793,19903883557,14573
SZ300412,迦南科技,14.16,0.78,117.84,7.12,59.371,1.135,3642304584,12961
SZ200625,长安B,5.17,0.78,10,0.32,9.748,0,24829692802,14418
SZ002936,郑州银行,3.86,0.78,-6.29,1.64,7.776,2.355,25144522847,7256
SH600157,*ST永泰,1.31,0.77,-8.39,0.44,107.478,0,16277791877,88333
SZ300732,设研院,17.11,0.77,21.99,9.69,14.321,1.465,3928715730,4936
SZ201872,招港B,6.57,0.77,-23.05,0.04,8.837,7.626,12629938865,1234
SH603989,艾华集团,26.08,0.77,20.84,0.63,27.165,1.134,10331986877,13417
SH600284,浦东建设,6.66,0.76,7.24,1.57,14.969,2.102,6461904960,28259
SH600863,内蒙华电,2.64,0.76,0.79,0.13,14.629,4.773,15334513371,34396
SH600006,东风汽车,5.28,0.76,17.12,2.03,21.543,1.258,10560000000,47648
SH600438,通威股份,27.89,0.76,115.45,1.75,32.112,0.667,119588295027,64365
SZ000898,鞍钢股份,2.66,0.76,-18.74,0.16,29.023,2.143,25017965535,70630
SZ002280,*ST联络,1.33,0.76,-65.63,1.25,None,0,2895609068,83507
SZ200019,深粮B,4.04,0.75,27.87,0.14,10.815,5.407,4656242426,897
SZ002948,青岛银行,5.36,0.75,-6.11,3.85,10.17,3.731,24171938400,7829
SZ002177,御银股份,5.34,0.75,-3.09,3.16,54.451,0,4064761510,41535
SZ002999,天禾股份,12.11,0.75,82.93,12.03,25.616,None,3006670800,1670
SH603959,百利科技,14.9,0.74,47.52,1.01,None,0,7305454981,6069
SH688027,国盾量子,296.14,0.73,718.52,11.9,400.265,None,23691200000,23285
SZ002681,*ST奋达,5.5,0.73,-1.43,1.23,None,0,10035671910,77771
SH601633,长城汽车,24.95,0.73,191.11,0.66,55.489,1.002,228940034835,161644
SH600928,西安银行,5.5,0.73,-26.64,1.93,9.087,3.364,24444444448,11981
SH605358,立昂微,55.38,0.73,1025.61,29.62,178.133,None,22184120400,6601
SZ002502,*ST鼎龙,2.75,0.73,-13.52,0.35,None,0,2359485257,18729
SZ000663,*ST永林,4.2,0.72,-12.5,0.42,None,0,1414072502,11209
SH600135,乐凯胶片,7.12,0.71,0.86,1.28,58.477,0.66,3939546545,18163
SH601579,会稽山,8.5,0.71,-0.7,0.55,28.74,0,4227560000,17139
SZ300420,五洋停车,7.07,0.71,28.78,4.33,36.705,0,6071409063,18885
SZ300716,国立科技,11.57,0.7,11.84,7.35,None,0.251,1851431400,4200
SZ300686,智动力,21.65,0.7,4.34,5.06,44.179,0.292,4425796920,11634
SZ002057,中钢天源,7.23,0.7,-20.49,0.78,30.893,0.968,4159330620,24778
SZ002648,卫星石化,20.79,0.68,28.83,0.54,18.612,0.866,22156023707,23395
SZ300580,贝斯特,23.79,0.68,59.77,1.52,30.076,0.715,4758000000,5211
SH603360,百傲化学,19.3,0.68,-21.07,1.07,15.655,2.221,5043985520,9551
SZ002064,华峰氨纶,7.47,0.67,20.63,1.97,20.987,0.669,34612388581,20834
SZ002694,顾地科技,3.01,0.67,-7.38,1.84,147.545,0,1797562368,14270
SH600926,杭州银行,13.61,0.67,53.51,0.82,11.462,2.572,80710027880,31064
SH688011,新光光电,48,0.67,14.87,2.76,85.734,None,4800000000,3416
SH600138,中青旅,10.45,0.67,-16.73,1.75,260.002,0.383,7564128000,52427
SZ002827,高争民爆,12.08,0.67,25.43,2.1,174.77,1.242,3334080000,7344
SZ002870,香山股份,24.41,0.66,5.01,2.47,None,0.737,2701454700,4662
SZ000555,神州信息,18.44,0.66,24.85,2.63,44.383,0.211,17893830674,47295
SZ300457,赢合科技,28.82,0.66,27.55,1.55,91.206,0.14,18798060084,23911
SH603811,诚意药业,21.45,0.66,18.35,0.66,28.345,1.332,3581978400,10294
SZ000035,中国天楹,4.66,0.65,-24.47,0.2,14.753,0,11760802204,13412
SZ002596,海南瑞泽,6.15,0.65,-5.38,0.95,None,0,7066470036,34467
SH600307,酒钢宏兴,1.58,0.64,-23.3,0.26,25.703,0,9896104730,61739
SH603517,绝味食品,79.15,0.64,71.74,0.48,70.931,0.67,48173119509,43156
SZ200026,飞亚达B,6.32,0.64,4.8,0.17,9.256,3.457,2705749248,3204
SZ300883,龙利得,23.58,0.64,408.19,45.84,100.951,0,8158680000,2922
SZ002501,*ST利源,1.59,0.63,-8.09,0.62,None,0,1931588572,48484
SH688588,凌志软件,30.27,0.63,164.63,1.5,88.87,None,12108302791,1526
SH601228,广州港,3.25,0.62,-13.99,0.08,23.696,1.292,20127835000,14517
SH601288,农业银行,3.23,0.62,-7.86,0.08,5.667,5.632,1130445199410,427058
SH601369,陕鼓动力,6.53,0.62,1.96,0.12,17.314,3.522,10957080321,53368
SZ002454,松芝股份,6.5,0.62,35.11,2.11,33.735,0.923,4085780400,16168
SZ300500,启迪设计,18.2,0.61,21.64,2.98,18.366,0.549,3175539385,15340
SH600491,龙元建设,8.2,0.61,13.05,1.02,13,0.878,12544015231,15736
SH603500,祥和实业,14.9,0.61,22.36,2.48,50.398,2.013,2628360000,3972
SH600881,亚泰集团,3.29,0.61,3.13,0.3,77.561,0,10688925705,112635
SH600048,保利地产,16.4,0.61,7.03,0.65,6.977,4.986,196256996213,375249
SH600870,ST厦华,3.28,0.61,10.07,0.94,None,0,1716094901,9540
SH600563,法拉电子,83,0.61,72.03,1.68,39.168,1.566,18675000000,41364
SZ002399,海普瑞,21.7,0.6,12.03,0.32,29.104,0.705,31840327627,22436
SH601009,南京银行,8.45,0.6,1.49,0.5,6.608,4.639,84559293422,260363
SZ000806,*ST银河,1.68,0.6,-25.66,0.8,None,0,1847851760,23532
SH605188,国光连锁,11.95,0.59,156.99,11.19,49.346,0,5922181000,2095
SH600688,上海石化,3.41,0.59,-9.12,0.06,None,3.519,36909204035,47178
SZ300876,蒙泰高新,56.13,0.59,179.39,26.9,67.957,None,5388480000,2682
SZ002419,天虹股份,8.58,0.59,-14.74,0.6,26.284,4.895,10298574000,34908
SZ300525,博思软件,32.65,0.59,9.44,1.64,98.079,0.259,9094642122,37607
SZ300652,雷迪克,25.58,0.59,29.85,6.17,39.753,0.973,2261933371,2350
SH600466,蓝光发展,5.12,0.59,-27.05,0.41,4.373,5.605,15538843827,29909
SZ002427,ST尤夫,5.22,0.58,-34.23,0.31,None,0,2286204042,13267
SZ002250,联化科技,24.2,0.58,41.57,0.41,1615.181,0.207,22342559395,20990
SZ002453,华软科技,5.25,0.57,-3.14,0.67,None,0,2999325000,14255
SZ002042,华孚时尚,7.08,0.57,-1.18,1.55,None,1.992,10757178929,12008
SH605255,天普股份,17.8,0.56,40.6,7.19,35.294,None,2386624000,986
SH600090,*ST济堂,1.79,0.56,-57.18,0.64,None,0,2576996672,22007
SH600555,*ST海创,1.8,0.56,-22.08,0.89,None,0,2346300000,23677
SH601567,三星医疗,7.18,0.56,-0.03,1.04,10.078,2.925,9955565801,15729
SZ002315,焦点科技,19.61,0.56,37.37,4.04,68.561,2.942,5990855000,25876
SH603055,台华新材,9.05,0.56,33.86,0.66,68.842,0.875,7006880489,3133
SZ300353,东土科技,12.61,0.56,-1.64,4.22,None,0,6443469111,35349
SH600871,石化油服,1.84,0.55,-18.58,0.21,49.682,0,34931185661,38808
SH600648,外高桥,16.38,0.55,-4.29,1.41,32.73,1.465,18597018651,27378
SH601166,兴业银行,18.32,0.55,-3.23,0.75,6.082,4.159,380583174558,875951
SH603007,花王股份,7.27,0.55,7.43,0.66,73.335,1.383,2436709164,6785
SH600372,中航电子,16.45,0.55,15.85,0.9,45.023,0.336,31719124659,123710
SZ300153,科泰电源,7.31,0.55,11.18,3.65,209.833,0.41,2339200000,14536
SH601928,凤凰传媒,7.37,0.55,0.95,0.28,14.524,4.071,18755913000,46860
SH900910,海立B股,0.556,0.54,-13.8,0.05,19.359,4.579,491114942,4124
SZ000778,新兴铸管,3.73,0.54,-6.91,0.44,9.613,4.021,14885983056,124972
SH600820,隧道股份,5.62,0.54,-3.55,0.19,9.966,3.737,17669820048,58683
SZ002496,*ST辉丰,3.69,0.54,29.02,0.66,None,0,5563005908,33031
SZ300396,迪瑞医疗,27.85,0.54,68.3,1.96,27.681,1.795,7687435500,20360
SH605123,派克新材,78.42,0.53,158.56,5.6,56.732,None,8469360000,3276
SH688222,成都先导,35.99,0.53,75.83,2.58,189.684,None,14420473200,3728
SZ002749,国光股份,13.18,0.53,25.88,0.28,26.749,1.639,5679061269,10237
SZ002729,好利来,49.6,0.53,-1.1,1.03,171.729,0.141,3307328000,18129
SH601018,宁波港,3.77,0.53,1.72,0.03,19.956,2.188,59593963485,144647
SZ300654,世纪天鸿,11.38,0.53,33.52,3.39,78.411,0.507,2071529850,4636
SH600000,浦发银行,9.7,0.52,-17.32,0.24,5.106,6.186,284715701032,612277
SZ300434,金石亚药,9.65,0.52,27.17,2.15,53.095,0.725,3876828365,6465
SH600104,上汽集团,21.25,0.52,-6.31,0.33,12.271,4.141,248273554006,240616
SH688100,威胜信息,28.87,0.52,110.76,8.18,54.705,None,14435000000,1788
SZ000927,*ST夏利,3.84,0.52,-25.73,0.18,None,0,6125468237,23086
SZ000009,中国宝安,7.7,0.52,24.7,1.95,66.566,0.26,19859947531,93337
SZ002206,海利得,3.9,0.52,7.11,0.81,17.793,2.564,4769811716,12686
SH603598,引力传媒,13.63,0.52,-19.78,1.78,None,0,3688591490,20962
SZ002678,珠江钢琴,7.88,0.51,-4.95,0.07,89.33,0.444,10703564145,19575
SH600725,ST云维,1.97,0.51,-24.52,0.11,136.132,0,2427965900,7814
SZ002966,苏州银行,7.93,0.51,-20.24,1.3,10.4,2.522,26433333339,9890
SZ000502,绿景控股,7.93,0.51,11.22,1.17,None,0,1465619484,15144
SZ002864,盘龙药业,26.33,0.5,-3.68,1.42,34.318,0.572,2282021100,11722
SZ000668,荣丰控股,15.95,0.5,19.35,1.73,None,0.376,2342128146,7568
SH603779,ST威龙,6.08,0.5,1.16,0.25,None,0,2023114856,6671
SH600516,方大炭素,6.13,0.49,-29.42,0.51,30.435,0,23330598356,145036
SH600782,新钢股份,4.13,0.49,-15.51,0.39,4.935,4.843,13169424734,36789
SH601857,中国石油,4.12,0.49,-26.71,0.05,None,3.724,754046428610,210502
SH600025,华能水电,4.11,0.49,1.62,0.19,17.973,3.704,73980000000,33336
SZ000519,中兵红箭,10.33,0.49,36.27,1.43,52.018,0.436,14385134284,59108
SH603131,上海沪工,22.39,0.49,61.27,2.15,65.99,0.447,7119443502,7596
SZ002055,得润电子,16.53,0.49,53.91,2.51,None,0,7826716637,59340
SZ002122,*ST天马,2.08,0.48,6.67,0.25,None,0,2471040000,18364
SZ000700,模塑科技,6.23,0.48,61.19,1.54,None,2.087,5713218840,30456
SZ300399,京天利,23.11,0.48,67.89,7.82,90.708,0.074,4566536000,13266
SZ002955,鸿合科技,27,0.48,-22.87,0.72,37.819,0,6384270177,6588
SH600018,上港集团,4.31,0.47,-22.83,0.06,11.712,3.364,99878537741,77534
SZ002414,高德红外,34.33,0.47,179.1,0.45,92.724,0.343,54648309302,95946
SZ002044,美年健康,15.06,0.47,1.14,0.93,None,0,58948664080,61216
SH600072,中船科技,12.81,0.47,-3.92,0.94,103.084,0.445,9431361001,None
SH600064,南京高科,10.88,0.46,16.05,0.71,6.495,4.136,13447210941,125814
SZ300329,海伦钢琴,8.79,0.46,-7.4,5.7,68.097,0.319,2228791345,38943
SZ300093,金刚玻璃,10.98,0.46,0,1.73,None,0,2371680000,17053
SH600596,新安股份,8.74,0.46,-9.08,0.98,35.93,2.288,6160831532,33575
SH603555,*ST贵人,2.21,0.45,-62.54,0.17,None,0,1389210736,12741
SZ002783,凯龙股份,13.53,0.45,15.96,2.98,728.116,0.739,5110572206,107152
SZ000402,金融街,6.83,0.44,-12.54,0.13,7.731,4.392,20414391265,123701
SH600929,雪天盐业,6.78,0.44,3.63,1.8,49.425,0.251,6222352783,11176
SZ002191,劲嘉股份,9.03,0.44,-19.54,0.77,15.989,1.661,13227780164,45129
SH600815,*ST厦工,2.32,0.43,-19.72,0.08,None,0,4115899194,20785
SZ002085,万丰奥威,7.1,0.42,4.35,2.23,32.301,2.817,15526845714,18256
SH600647,同达创业,14.34,0.42,5.05,0.57,None,0,1995318507,11346
SZ200012,南玻B,2.4,0.42,0.77,0.03,11.537,3.188,7369661057,3075
SZ300333,兆日科技,11.82,0.42,12.72,8.06,435.489,0.508,3971520000,40268
SZ002532,新界泵业,7.11,0.42,17.91,0.76,80.764,0,27647424389,10832
SZ000155,川能动力,4.87,0.41,12.47,1.01,34.181,0,6184900000,13555
SZ300833,浩洋股份,63.1,0.41,21.14,5.73,33.371,0,5321033700,1889
SH601169,北京银行,4.84,0.41,-9.67,0.34,5.095,6.302,102332043876,227587
SH600486,扬农化工,85.35,0.41,25.23,0.78,23.078,0.762,26449871712,38757
SH601077,渝农商行,5.06,0.4,-20.84,1.57,6.252,4.545,57466420000,10038
SZ002423,中粮资本,9.92,0.4,2.44,0.53,32.745,0.282,22856727304,74407
SZ002142,宁波银行,35.84,0.39,29.34,0.52,14.635,1.395,215327303690,171678
SH600998,九州通,17.97,0.39,27,0.24,15.017,0,33672381460,36721
SH600532,宏达矿业,10.32,0.39,173.74,0.63,18.921,0,5325798230,15222
SZ000780,*ST平能,2.63,0.38,-12.33,0.15,None,0,2667625632,12396
SH600599,*ST熊猫,5.31,0.38,-49.52,0.53,None,0,881460000,146595
SH601998,中信银行,5.28,0.38,-10.68,0.1,5.71,4.527,258375923446,244720
SZ000968,蓝焰控股,8,0.38,-21.53,0.44,17.959,0.625,7740021280,12578
SH601158,重庆水务,5.22,0.38,-2.08,0.03,15.524,4.923,25056000000,35536
SZ200488,晨鸣B,2.66,0.38,-17.89,0.08,4.108,6.026,7937993812,4459
SH603717,天域生态,7.88,0.38,-10.15,0.66,385.813,0,1905354371,4666
SZ300029,ST天龙,5.31,0.38,-10.61,1.62,None,0,1062000000,60550
SH600016,民生银行,5.42,0.37,-8.72,0.35,4.685,6.827,237300708281,696728
SH603612,索通发展,13.57,0.37,9.97,1.93,51.077,0.361,5883681943,12630
SZ300270,中威电子,8.19,0.37,-0.36,5.15,None,0,2479981369,12684
SH600309,万华化学,78.7,0.37,44.19,1.38,32.599,1.652,247098059466,262920
SH601816,京沪高铁,5.55,0.36,14.69,1.17,38.222,0.951,272540989591,58742
SZ000552,靖远煤电,2.75,0.36,11.41,0.78,11.978,3.636,6289170388,8148
SZ300276,三丰智能,5.63,0.36,28.88,4.96,47.011,0.987,8058244234,26646
SZ300305,裕兴股份,11.42,0.35,37.27,1.44,32.777,0.911,3297559260,4429
SH600565,迪马股份,2.89,0.35,-17.61,0.22,5.968,1.972,7412087861,21547
SH600822,上海物贸,11.37,0.35,11.25,0.73,114.294,0,5639212032,18063
SH600623,华谊集团,5.72,0.35,-12.44,0.24,404.042,1.748,12042297484,18585
SH600530,*ST交昂,2.85,0.35,-42.07,0.14,None,0,2223000000,13618
SH600757,长江传媒,5.66,0.35,-4.59,0.54,8.898,3.534,6869260545,15573
SZ002585,双星新材,8.51,0.35,86.48,1.88,30.217,0.353,9839926503,22810
SH600153,建发股份,8.56,0.35,0.89,0.25,4.354,5.841,24269316537,154756
