股票代码,股票名称,当前价,涨跌幅,年初至今,换手率,市盈率(TTM),股息率,市值,52周最低,52周最高
600861,北京城乡,20.97,6.94,146.66,3.31,-67.861,0.095,6643399781.0,8.1119,21.3986
300899,上海凯鑫,72.76,6.78,197.83,44.44,89.272,0.175,1160522000.0,53.0,101.0
300176,派生科技,9.65,6.63,7.7,9.86,-19.706,0.0,3620581223.0,5.2,11.19
300411,金盾股份,14.4,6.59,94.86,19.19,66.08,0.0,2140881250.0,6.78,16.84
002659,凯文教育,5.99,6.58,-4.01,4.46,129.504,0.0,2986352009.0,5.08,8.08
603333,尚纬股份,7.27,6.44,-28.35,2.17,68.855,0.825,3736079768.0,6.338,12.2
601163,三角轮胎,17.0,6.25,13.7,3.58,14.668,2.059,13600000000.0,12.2252,17.16
300882,万胜智能,38.99,6.24,277.44,38.39,164.346,None,1453784532.0,28.66,60.0
002417,深南股份,9.39,6.22,35.11,19.8,110.004,0.0,2212264018.0,5.45,13.75
300555,路通视信,12.05,6.17,29.05,19.76,-3446.905,0.166,2095623525.0,7.1728,13.9665
300670,大烨智能,9.7,5.78,15.75,13.03,86.221,0.0,1728540000.0,5.97,11.19
300588,熙菱信息,14.8,5.71,47.81,25.34,-164.416,0.04,1553137530.0,7.9644,18.47
002109,兴化股份,3.54,5.67,5.38,2.03,36.484,0.565,3727424553.0,2.7331,3.8958
300851,交大思诺,50.98,5.57,79.06,22.24,37.303,0.667,1107968732.0,34.1669,66.0216
601669,中国电建,4.11,5.38,-4.38,1.41,8.783,0.967,45803490329.0,3.3673,4.88
605008,长鸿高科,22.96,5.37,117.84,13.51,50.478,None,1056160000.0,12.65,23.49
600890,中房股份,7.28,5.35,15.01,1.63,285.083,0.0,4216539054.0,5.1,10.4
002147,*ST新光,1.38,5.34,-34.91,1.66,-0.433,0.0,741053104.0,1.25,2.55
603877,太平鸟,42.49,5.28,191.56,1.19,30.926,1.655,20256163797.0,12.9128,43.74
603488,展鹏科技,10.0,5.26,64.23,3.53,30.838,2.0,2919904400.0,5.0222,13.79
600145,*ST新亿,1.61,5.23,-43.51,0.34,129.058,0.0,2400671612.0,1.19,2.71
002086,*ST东洋,1.83,5.17,-50.54,0.64,-1.338,0.0,1001556209.0,1.59,4.23
300847,中船汉光,36.6,5.17,427.38,28.22,88.933,0.0,1805844000.0,8.33,41.3
000906,浙商中拓,7.16,5.14,26.53,2.7,11.07,3.493,4736423443.0,4.7651,7.82
300892,品渥食品,66.15,5.1,148.12,33.64,52.985,None,1568434824.0,54.01,82.0
600306,*ST商城,5.39,5.07,-5.27,1.78,-7.809,0.0,956485123.0,3.82,6.56
002290,ST中科创,5.39,5.07,8.02,1.65,-1.651,0.0,1166795108.0,4.24,5.83
002163,海南发展,19.12,5.05,244.5,6.33,135.167,0.0,15362413779.0,4.25,25.5
600238,ST椰岛,4.78,5.05,-19.26,0.52,-9.119,0.0,2127107552.0,3.94,7.43
002638,*ST勤上,1.46,5.04,-60.43,2.54,-5.613,0.0,1429880028.0,1.36,3.88
600518,ST康美,3.55,5.03,-4.83,0.22,-2.862,0.0,15651193729.0,2.31,4.82
601777,*ST力帆,5.01,5.03,62.66,1.47,-1.04,0.0,6441989658.0,2.21,6.45
300062,中能电气,15.28,5.02,182.99,46.29,-1870.51,0.131,2963745854.0,4.3335,16.6
000408,*ST藏格,7.17,4.98,-2.85,0.15,47.046,0.0,3394895767.0,3.55,9.07
300445,康斯特,16.18,4.93,18.55,1.89,50.744,0.328,1888552462.0,11.2005,19.32
688198,佰仁医疗,100.0,4.93,137.63,3.55,133.544,None,2040000000.0,31.0,149.88
002366,台海核电,5.12,4.92,-26.44,10.52,-6.532,0.0,2559086751.0,3.87,7.85
002210,*ST飞马,2.35,4.91,82.17,1.22,-0.309,0.0,3880125634.0,0.84,2.87
002716,*ST金贵,2.59,4.86,-9.76,3.27,-0.442,0.0,1911451062.0,1.21,3.28
000869,张裕A,34.6,4.85,22.98,2.05,29.923,2.023,15689743680.0,21.2528,42.27
603855,华荣股份,19.27,4.84,99.43,2.04,28.103,2.057,6379718900.0,8.0932,21.99
300514,友讯达,14.87,4.72,19.71,9.95,50.244,0.336,2273801440.0,9.9632,16.39
000017,*ST中华A,2.7,4.65,-40.27,3.97,-414.626,0.0,818048722.0,2.0,5.43
601238,广汽集团,11.98,4.45,4.46,1.44,30.534,1.502,72893059313.0,8.8552,12.5963
002076,*ST雪莱,2.12,4.43,-14.52,1.93,-3.541,0.0,1068943392.0,1.53,3.71
