股票代码,股票名称,当前价,涨跌幅,年初至今,换手率,市盈率(TTM),股息率,市值,52周最低,52周最高
603333,尚纬股份,7.27,0.0,-28.35,None,68.855,0.825,3756886508.0,6.338,12.2
601163,三角轮胎,17.34,1.7,15.97,1.94,13.255,2.018,13872000000.0,12.2252,18.04
300882,万胜智能,37.54,3.9,263.41,17.21,64.297,None,1399719706.0,28.66,60.0
002417,深南股份,8.2,-3.3,17.99,7.97,82.568,0.0,1931902550.0,5.45,13.75
300555,路通视信,12.02,8.09,28.73,14.57,665.257,0.166,2090406205.0,7.1728,13.9665
300670,大烨智能,9.48,1.39,13.13,8.15,62.248,0.0,1689336000.0,5.97,11.66
300588,熙菱信息,13.96,5.92,39.42,9.81,-90.166,0.042,1464986481.0,7.9644,18.47
002109,兴化股份,3.81,-2.56,13.42,6.15,32.088,0.525,4011719646.0,2.7331,4.07
300851,交大思诺,44.85,0.67,57.53,5.05,33.083,0.758,974742990.0,34.1669,66.0216
601669,中国电建,3.81,-0.78,-11.36,0.3,8.019,1.044,42460169867.0,3.3673,4.88
605008,长鸿高科,27.03,0.93,156.45,16.4,48.795,None,1243380000.0,12.65,28.28
600890,中房股份,7.43,2.2,17.38,0.94,151.28,0.0,4303418293.0,5.28,10.4
002147,*ST新光,1.24,-4.62,-41.51,1.24,-0.389,0.0,665873804.0,1.24,2.55
603877,太平鸟,42.53,9.11,191.83,1.04,30.955,1.653,20275232909.0,12.9128,43.74
603488,展鹏科技,10.3,2.18,69.16,2.59,30.384,1.942,3007501532.0,5.0222,13.79
600145,*ST新亿,1.61,-2.42,-43.51,0.51,134.208,0.0,2400671612.0,1.19,2.71
002086,*ST东洋,1.88,2.73,-49.19,2.11,-1.375,0.0,1028921133.0,1.59,3.94
300847,中船汉光,30.11,-3.25,333.86,14.79,70.378,0.0,1485627400.0,8.33,41.3
000906,浙商中拓,7.37,3.08,30.24,1.62,9.083,3.393,4875340890.0,4.7651,7.82
300892,品渥食品,60.08,3.35,125.36,14.66,41.667,None,1424513442.0,54.01,82.0
600306,*ST商城,4.76,-3.45,-16.34,0.89,-6.648,0.0,844688161.0,3.82,6.56
002290,ST中科创,5.87,-1.84,17.64,1.94,-1.798,0.0,1270702650.0,4.24,6.15
002163,海南发展,17.94,0.39,223.24,1.45,151.531,0.0,14414315021.0,4.25,25.5
600238,ST椰岛,4.73,-0.42,-20.1,0.41,-12.29,0.0,2104857473.0,3.94,7.13
002638,*ST勤上,1.45,-3.97,-60.7,1.31,-5.594,0.0,1420086329.0,1.36,3.88
600518,ST康美,3.12,-3.41,-16.35,0.85,-2.196,0.0,13755415334.0,2.31,4.82
601777,*ST力帆,5.15,0.19,67.21,0.58,-1.232,0.0,6622005337.0,2.21,6.45
300062,中能电气,19.75,-5.28,265.77,29.27,-327.849,0.101,3830757894.0,4.3335,24.06
000408,*ST藏格,7.74,-1.02,4.88,0.51,58.924,0.0,3664782878.0,3.55,9.07
300445,康斯特,17.68,3.45,29.54,3.37,55.448,0.3,2063634582.0,11.2005,19.32
688198,佰仁医疗,97.91,-1.89,132.66,1.66,130.753,None,1997364000.0,31.0,149.88
002366,台海核电,4.83,2.33,-30.6,4.02,-5.321,0.0,2414138478.0,3.87,7.8
002210,*ST飞马,2.28,3.17,76.74,0.74,-0.298,0.0,3764547423.0,0.84,2.87
002716,*ST金贵,2.36,-4.07,-17.77,2.8,-0.462,0.0,1741708303.0,1.21,3.26
000869,张裕A,34.2,3.57,21.56,0.86,29.577,2.047,15508359360.0,21.2528,42.27
603855,华荣股份,18.89,-0.32,95.5,1.0,24.64,2.647,6253912300.0,8.0932,21.99
300514,友讯达,18.12,20.0,45.87,10.64,86.331,0.276,2770765440.0,9.9632,18.12
000017,*ST中华A,2.4,-3.23,-46.9,1.09,-611.224,0.0,727154419.0,2.0,5.43
601238,广汽集团,13.66,1.71,19.11,1.19,26.465,1.318,83115124392.0,8.8552,14.2
002076,*ST雪莱,2.05,5.13,-17.34,0.59,-4.425,0.0,1033648091.0,1.53,3.71
300038,数知科技,6.79,-3.0,-21.02,3.13,87.575,0.368,7883083146.0,6.72,11.6984
002706,良信股份,26.97,-0.7,227.65,1.21,62.551,0.927,16118225605.0,7.3003,28.58
600421,ST仰帆,10.38,-5.03,27.21,0.35,299.068,0.0,2030328000.0,7.3,16.57
002428,云南锗业,13.47,1.97,58.28,1.91,-223.614,0.0,8678914200.0,6.76,19.5
600179,*ST安通,5.84,-5.04,33.33,1.84,-2.178,0.0,4015814277.0,3.06,6.66
603992,松霖科技,17.5,-2.13,-12.12,7.8,26.97,1.006,784000000.0,13.8658,26.07
601028,玉龙股份,13.14,-3.74,157.14,0.65,80.21,0.0,10288958486.0,4.47,14.19
300129,泰胜风能,7.95,-2.21,67.64,8.94,23.351,1.258,4494432330.0,3.6,9.83
300499,高澜股份,13.06,4.06,65.61,11.76,58.772,0.408,2556834364.0,7.315,16.0571
002240,威华股份,15.39,1.58,93.58,7.05,-133.101,0.0,8885023501.0,6.68,18.1
300880,迦南智能,49.47,3.41,408.43,20.64,72.229,None,1564562312.0,31.11,84.0
000587,*ST金洲,1.55,-1.9,-14.84,0.63,-0.495,0.0,1880168368.0,0.67,2.4
300283,温州宏丰,8.05,5.78,79.84,17.63,119.747,0.161,2094131870.0,3.5291,9.9
300505,川金诺,21.2,4.02,20.52,11.67,40.627,0.581,1735942390.0,13.3623,22.99
300269,联建光电,6.48,13.88,30.65,25.74,-2.362,0.0,2730329532.0,3.16,8.46
300897,山科智能,57.61,2.88,72.18,30.27,51.196,None,979370000.0,47.86,70.84
300693,盛弘股份,30.1,7.46,111.16,19.6,45.652,0.332,2823134655.0,11.6085,32.5
300107,建新股份,7.05,6.17,4.36,8.68,38.954,8.491,2371881816.0,4.9436,8.3
300151,昌红科技,25.14,2.61,193.69,2.03,80.795,0.0,7188916368.0,6.83,26.45
600733,北汽蓝谷,6.92,4.22,18.49,2.34,-9.753,0.0,12626596815.0,4.81,8.03
600696,ST岩石,7.7,-1.41,-40.12,0.27,445.941,0.0,2575414619.0,7.58,14.66
300351,永贵电器,12.38,2.74,40.52,5.4,-10.762,0.0,3084109215.0,6.58,13.4
000729,燕京啤酒,8.67,-0.34,33.37,0.82,339.255,0.254,21756875327.0,5.3539,9.17
002203,海亮股份,7.92,0.89,-22.09,0.38,19.698,0.947,14563635855.0,7.56,10.6615
300386,飞天诚信,26.18,1.47,65.98,3.3,115.778,0.076,5919935483.0,12.756,33.2
600908,无锡银行,5.59,0.72,4.39,0.77,7.999,3.22,9634925839.0,4.5928,7.42
300394,天孚通信,60.69,2.52,59.97,1.7,47.29,0.66,10683507101.0,31.1552,75.53
002345,潮宏基,4.38,-0.68,11.86,1.41,-108.211,2.283,3896649182.0,3.0218,4.7
603667,五洲新春,8.74,3.31,-6.55,1.65,39.598,1.945,2299702099.0,7.1198,10.4005
002164,宁波东力,6.38,9.06,68.34,12.22,2.499,0.0,2782478502.0,2.93,6.56
600337,美克家居,4.79,-5.15,8.13,1.79,62.915,0.0,8462841405.0,3.84,6.33
300718,长盛轴承,22.56,5.22,10.28,27.77,31.579,0.975,1116720000.0,14.359,28.5996
600731,湖南海利,11.0,-1.61,52.35,2.89,17.158,0.0,3593184287.0,5.64,11.5
603648,畅联股份,8.99,-0.55,-8.15,1.22,28.499,2.002,3314313633.0,7.6847,12.2347
605003,众望布艺,30.7,-0.29,19.22,6.91,18.489,None,675400000.0,28.4,40.79
300034,钢研高纳,21.19,0.38,33.56,2.34,62.73,0.566,9111489626.0,12.12,30.21
600638,新黄浦,6.91,-1.29,-1.57,0.53,-9.182,0.0,4653171791.0,4.81,8.55
600608,ST沪科,4.39,-1.79,-3.3,0.36,291.743,0.0,1397650626.0,4.01,5.05
300407,凯发电气,11.12,6.72,41.91,14.67,55.92,0.221,2339608268.0,6.779,11.6
601611,中国核建,7.18,-0.28,1.51,0.37,15.033,0.78,18847645043.0,5.7738,10.16
300469,信息发展,17.51,-4.05,9.03,20.6,-22.924,0.0,3040020730.0,10.36,21.0
300585,奥联电子,19.24,4.51,14.12,9.95,79.126,0.0,3078400000.0,12.65,21.06
603956,威派格,18.37,1.77,11.73,3.55,59.29,0.817,1613990037.0,12.6957,21.7542
300057,万顺新材,6.89,7.82,15.27,9.11,46.423,0.725,3433340790.0,4.5423,7.64
002577,雷柏科技,14.36,2.06,11.75,1.78,-31.989,0.0,4061941400.0,9.0,18.97
300710,万隆光电,32.0,4.78,10.03,3.99,-640.065,0.125,1863900544.0,21.1462,46.51
300668,杰恩设计,21.31,4.82,27.52,12.01,64.575,1.089,1211957386.0,13.1856,23.13
002354,*ST天娱,3.5,-4.37,22.38,0.76,-3.299,0.0,2499513443.0,1.64,4.35
000001,平安银行,17.63,-0.68,9.01,0.5,12.685,1.237,342123419748.0,11.7098,18.78
600754,锦江酒店,43.44,-2.84,54.45,0.77,80.003,1.381,34836118954.0,21.7868,50.01
300490,华自科技,11.58,1.58,4.91,9.08,152.5,0.265,2717477326.0,7.621,15.68
601717,郑煤机,10.37,0.58,65.17,2.07,15.05,1.784,15443389453.0,4.4347,11.51
002245,澳洋顺昌,6.49,-1.22,59.28,2.1,32.249,0.231,5930786729.0,3.4668,6.93
300889,爱克股份,43.3,1.98,54.81,9.6,64.205,None,1601648554.0,40.1,75.38
600660,福耀玻璃,38.7,3.26,66.11,1.95,42.678,1.938,77515571048.0,17.3449,39.5
002306,ST云网,2.57,-1.53,1.98,0.22,-51.438,0.0,2038134547.0,2.14,3.75
002908,德生科技,13.68,1.26,7.76,2.02,32.597,1.097,1958066157.0,10.4212,16.3931
000039,中集集团,12.85,8.44,33.0,3.28,28.81,0.932,19715387850.0,6.7395,12.98
600702,ST舍得,47.24,5.0,57.41,4.62,30.784,0.424,15660864497.0,21.16,47.24
000525,红太阳,7.01,-3.18,-27.88,1.2,-7.603,0.0,4027348944.0,6.85,11.8
600856,*ST中天,1.4,5.26,-44.22,0.52,-0.584,0.0,1880790880.0,0.84,2.58
603466,风语筑,22.0,3.19,48.45,1.72,19.446,0.0,6383480400.0,12.35,23.52
688166,博瑞医药,59.2,0.51,86.64,2.03,143.582,None,2305840000.0,26.22,72.43
300438,鹏辉能源,20.9,8.01,16.98,9.06,225.394,0.0,6618794018.0,12.24,22.42
300239,东宝生物,6.74,1.51,34.61,2.8,156.614,0.446,3403658482.0,4.1228,9.85
300278,华昌达,6.62,-1.63,54.31,6.56,-4.126,0.0,2609381469.0,3.31,9.28
300414,中光防雷,16.96,7.14,40.34,8.68,136.918,0.265,5170495577.0,9.5248,20.44
002251,步步高,11.04,-2.04,22.37,0.45,87.026,0.906,9537499619.0,7.2569,15.5
600600,青岛啤酒,80.11,1.12,58.27,0.89,48.693,0.68,55749639858.0,36.1254,99.5
300094,国联水产,4.07,-2.86,-4.24,2.44,-6.125,0.0,3561571371.0,3.28,6.21
002202,金风科技,11.71,1.12,-0.69,3.28,18.405,1.366,39737691844.0,8.8012,13.4682
300893,松原股份,53.96,-0.53,300.59,29.16,62.03,None,1279377786.0,34.0,67.2
600895,张江高科,17.75,-6.13,16.62,1.72,24.576,0.676,27489239513.0,11.6811,24.49
600199,金种子酒,7.07,3.36,13.48,4.28,-19.549,0.0,4287738594.0,4.73,8.49
300546,雄帝科技,21.18,1.15,-26.32,2.41,105.249,0.571,1791135350.0,20.2844,36.2832
002876,三利谱,45.57,3.69,-6.52,2.23,71.162,0.091,3455491530.0,38.2879,65.5279
002418,*ST康盛,1.85,-2.63,-35.31,0.96,-5.049,0.0,2101470038.0,1.45,4.04
600448,华纺股份,3.99,0.25,-11.5,2.55,152.162,0.0,2464371315.0,3.65,6.75
300648,星云股份,30.0,2.04,88.81,4.07,81.883,0.033,2366430090.0,13.1708,40.99
300265,通光线缆,11.88,1.89,54.52,3.19,102.789,0.122,4326746062.0,6.001,19.8103
300327,中颖电子,35.65,4.39,54.25,3.19,47.514,1.224,9939330907.0,20.052,40.37
002833,弘亚数控,51.95,5.38,112.15,3.13,37.757,0.722,6388189678.0,18.7796,52.1
603039,泛微网络,93.82,1.72,124.9,0.33,135.822,0.114,19402183248.0,37.467,109.59
002461,珠江啤酒,9.75,-0.61,38.17,0.37,39.356,1.026,21579927330.0,5.6533,13.7
601838,成都银行,10.18,-1.64,17.41,2.4,6.402,4.126,19289417938.0,7.0357,11.77
300048,合康新能,5.83,2.82,141.91,2.98,-23.098,0.0,6327346264.0,1.97,7.21
002646,青青稞酒,10.52,4.06,-1.52,1.36,-84.952,0.285,4732060638.0,8.7572,12.22
600256,广汇能源,2.93,1.74,-11.48,0.79,17.904,0.0,19789316045.0,2.4,3.53
605136,丽人丽妆,38.85,-2.87,217.66,22.56,55.051,None,1554388500.0,17.61,55.28
600019,宝钢股份,5.55,3.93,2.55,0.79,10.974,5.045,122965703569.0,4.3183,5.59
300076,GQY视讯,6.24,0.81,6.85,3.26,278.81,0.0,2385811384.0,4.33,7.67
002735,王子新材,39.83,0.08,118.25,1.06,93.985,0.0,3683392845.0,14.99,43.27
000913,钱江摩托,28.9,0.0,173.33,1.37,69.595,1.522,13107190400.0,8.5182,30.15
300096,易联众,11.44,0.26,17.89,4.88,-159.523,0.044,4307369684.0,7.2756,14.9
000929,兰州黄河,8.13,0.12,17.15,1.07,-71.133,0.0,1510181833.0,5.64,9.5
002534,杭锅股份,9.81,4.58,33.83,0.99,14.172,4.077,7228093936.0,6.2191,10.2
300812,易天股份,54.89,1.84,158.21,22.66,57.411,0.911,1063768200.0,25.5077,86.0624
603569,长久物流,8.98,-10.02,-7.6,1.39,41.644,7.784,5031281794.0,7.6665,11.75
002781,奇信股份,20.29,1.96,25.11,1.08,-73.993,0.192,4224084241.0,12.9763,23.06
300222,科大智能,14.9,5.6,59.7,13.29,-4.137,0.0,8097730491.0,6.81,16.17
603223,恒通股份,17.7,2.73,180.59,1.14,73.903,0.017,4995648000.0,5.0285,17.98
603279,景津环保,24.22,-0.37,16.56,2.17,22.25,2.477,4609323967.0,19.144,28.0545
002312,三泰控股,6.41,1.75,52.26,1.74,10.96,0.0,8488871079.0,3.8,7.4
600826,兰生股份,9.84,-0.4,-12.5,0.33,60.296,1.321,4139120114.0,9.0837,12.8752
603776,永安行,19.31,-3.69,13.97,2.0,7.219,0.932,3622169800.0,15.5652,25.0
300881,盛德鑫泰,46.5,4.64,228.16,17.18,76.273,None,1102557269.0,30.3,94.96
300787,海能实业,46.13,-0.82,-25.97,3.99,43.394,0.723,2298657900.0,28.8924,73.1232
002430,杭氧股份,29.6,2.78,122.51,1.12,38.096,0.608,28527086521.0,10.7729,29.93
300375,鹏翎股份,6.67,11.73,89.49,27.68,31.195,0.0,2919920010.0,3.03,7.16
300886,华业香料,69.61,3.13,274.45,23.71,80.576,None,947205545.0,57.98,100.01
601866,中远海发,2.3,10.05,-9.19,2.02,12.57,1.957,18243887500.0,1.77,2.611
002853,皮阿诺,24.43,2.09,35.4,4.67,21.727,1.064,1816194799.0,14.249,29.35
002685,华东重机,5.13,-2.29,-23.69,1.51,18.343,0.975,4072348587.0,4.4323,7.77
300470,中密控股,40.76,-0.59,51.76,0.93,37.014,0.442,7325684748.0,22.8529,49.18
600543,莫高股份,6.49,-2.41,12.4,3.04,354.697,0.401,2084068800.0,4.637,11.83
300436,广生堂,32.81,-0.46,-1.5,0.67,391.555,0.0,3740711606.0,28.52,40.58
300697,电工合金,19.0,2.87,28.51,1.31,39.638,1.579,3952000000.0,11.4739,21.47
002441,众业达,9.09,1.68,25.11,2.87,18.189,2.42,3579409278.0,6.5243,9.9376
300786,国林科技,30.87,-1.06,-6.87,7.02,34.151,0.547,1592682084.0,24.01,40.61
300647,超频三,16.17,4.59,83.9,19.55,993.21,0.041,3505737529.0,6.9145,19.15
002863,今飞凯达,7.86,-0.13,41.35,0.85,47.045,0.194,3102190129.0,4.3946,8.72
300008,天海防务,7.67,-5.43,165.4,8.93,-30.131,0.0,5699020104.0,2.34,12.9
002946,新乳业,18.88,-2.93,50.72,3.3,64.385,0.318,3007899674.0,9.5343,25.8502
603683,晶华新材,15.97,2.57,18.73,1.95,58.734,0.741,2022919900.0,10.1129,18.57
603159,上海亚虹,12.3,1.99,8.41,1.16,44.755,1.87,1722000000.0,9.0607,14.1906
002568,百润股份,67.59,1.35,159.86,0.76,77.226,0.888,23568655507.0,22.4752,69.78
601601,中国太保,31.28,-1.97,-13.88,0.66,12.295,3.614,214112896712.0,24.9568,38.4719
300011,鼎汉技术,8.13,3.7,37.56,4.19,68.984,0.0,3851380770.0,5.27,9.1
000012,南玻A,6.3,5.88,27.52,4.44,26.908,1.111,12329473974.0,3.7274,6.9
600791,京能置业,4.03,-3.36,5.32,1.36,-24.761,0.298,1822824195.0,3.0095,6.22
002214,大立科技,22.93,-4.97,117.24,3.95,27.459,0.351,8193379725.0,9.08,32.56
300869,康泰医学,142.25,0.83,1300.1,14.53,104.036,0.188,5482060088.0,50.08,308.0
000990,诚志股份,13.38,3.32,-9.72,0.76,120.752,2.167,11159255718.0,10.98,19.26
002090,金智科技,8.13,-3.9,-23.18,0.63,108.895,0.308,3246261765.0,7.8097,11.3106
002856,美芝股份,18.22,10.02,-2.62,6.56,-89.167,0.0,1351536278.0,14.44,20.93
000777,中核科技,11.88,-2.06,-1.6,0.95,46.429,0.901,4554869826.0,9.8611,18.16
600258,首旅酒店,17.98,3.81,-12.43,1.75,-45.625,0.39,17600465610.0,12.8811,21.6378
300341,麦克奥迪,10.3,0.88,-31.5,2.27,38.308,0.291,5249319666.0,6.6368,20.1893
200017,*ST中华B,0.96,-2.04,-43.2,0.25,-210.799,0.0,238428463.0,0.67,1.84
002239,奥特佳,4.15,-1.66,133.38,1.39,413.802,0.096,12995141581.0,1.6184,7.45
600248,延长化建,3.96,-1.0,-9.59,0.45,32.927,0.505,2600468893.0,3.5736,4.9871
300747,锐科激光,75.65,1.14,-3.55,2.96,96.859,0.12,11560002287.0,50.9754,83.2279
600616,金枫酒业,4.53,0.67,17.14,0.49,261.107,0.509,3030592424.0,3.1166,5.59
603629,利通电子,31.4,1.95,14.39,7.54,67.611,0.637,942000000.0,20.8333,33.5317
603727,博迈科,16.76,-1.99,-13.16,0.7,43.288,0.597,3925095664.0,14.0926,22.7191
300325,德威新材,3.57,-0.56,13.33,7.87,-5.573,0.0,3557625552.0,2.4,5.44
002469,三维工程,5.08,0.99,26.69,0.71,30.292,1.969,2331837846.0,3.2763,6.68
300810,中科海讯,50.62,-3.27,-30.53,6.61,235.978,0.186,997214000.0,29.464,100.9183
300772,运达股份,15.75,2.61,-10.08,7.66,32.584,0.952,2439271406.0,12.1578,19.2448
000961,中南建设,8.96,-0.67,-12.57,1.1,6.065,3.125,33758667802.0,6.7126,10.9676
300109,新开源,18.34,-2.5,12.18,2.7,62.007,0.109,5339863836.0,13.6622,22.301
300879,大叶股份,39.29,3.94,271.36,11.9,66.901,None,1490621188.0,29.26,83.6
002684,ST猛狮,3.91,5.11,-31.52,0.14,13.084,0.0,1711981426.0,2.59,7.05
000416,民生控股,6.37,1.43,15.59,2.3,137.394,0.471,3386553794.0,3.9917,7.84
601500,通用股份,6.26,1.13,-3.03,0.56,56.862,0.799,5460535963.0,4.9782,6.96
600630,龙头股份,6.25,-3.25,-17.65,0.97,-20.964,0.0,2655384981.0,6.23,11.0
605388,均瑶健康,17.68,0.28,31.65,4.14,37.475,None,1237600000.0,16.12,32.25
601919,中远海控,6.39,-2.29,21.25,1.48,9.208,0.0,55320158451.0,3.14,6.8
002976,瑞玛工业,33.13,9.99,76.77,6.22,47.295,1.509,828250000.0,22.4884,52.588
002282,博深股份,10.7,1.52,28.76,0.76,51.135,0.5,3342699142.0,6.4756,12.17
300625,三雄极光,19.19,2.73,20.09,2.99,21.411,1.563,2655815440.0,13.2478,21.49
300392,腾信股份,11.6,0.87,54.87,2.4,189.828,0.0,3012934584.0,6.11,13.88
002867,周大生,27.13,10.02,45.62,1.78,20.307,1.659,19614758039.0,16.4481,35.04
002654,万润科技,4.23,-0.7,-23.09,1.12,-720.082,0.0,2813367251.0,3.69,6.14
003002,壶化股份,14.28,5.78,73.72,16.32,33.715,None,714000000.0,9.86,15.75
000599,青岛双星,4.45,0.45,-5.72,0.58,-12.434,0.227,3416216682.0,3.4428,6.22
300863,卡倍亿,159.61,9.44,749.44,41.9,155.608,None,2090517034.0,60.0,180.5
300868,杰美特,51.94,-0.21,25.88,11.03,60.334,None,1576396763.0,42.96,95.6
600568,*ST中珠,1.55,-4.32,-11.43,1.31,-7.979,0.0,2425669846.0,1.0,2.15
300753,爱朋医疗,31.69,-7.04,1.97,11.16,39.054,0.971,1480085601.0,28.4865,43.5
601318,中国平安,77.23,-0.77,-7.07,0.59,11.489,2.719,836606679181.0,64.1784,88.7413
600339,中油工程,2.65,-3.64,-20.44,0.84,14.519,1.66,14795340798.0,2.2109,3.6946
002420,ST毅昌,4.17,-0.71,5.04,0.87,10.063,0.0,1633072497.0,3.38,4.36
300065,海兰信,13.03,-4.54,7.2,1.85,95.868,0.23,4312587963.0,9.1634,17.75
300340,科恒股份,11.61,-4.52,-8.09,9.4,-41.176,0.431,1986727697.0,9.2648,16.86
002259,*ST升达,3.52,-4.86,57.14,0.78,-2.287,0.0,2648195500.0,1.73,4.26
688188,柏楚电子,279.0,6.77,78.33,3.23,84.092,None,6872149440.0,116.03,279.0
002431,棕榈股份,3.58,-0.56,17.38,0.46,-7.119,0.0,4886230504.0,2.35,4.29
002670,国盛金控,8.92,0.79,-29.82,0.57,-223.296,0.0,14476041566.0,8.31,13.32
600376,首开股份,6.09,-1.3,-18.37,0.28,8.942,6.568,15709552324.0,5.6445,7.7694
600550,保变电气,4.54,-0.87,47.4,0.34,78.095,0.0,6967116084.0,2.64,8.1
300586,美联新材,11.45,5.05,2.8,7.41,72.248,0.345,3302653744.0,6.5989,14.0154
600738,兰州民百,6.11,0.83,23.68,0.99,38.484,4.948,4524257482.0,4.03,6.66
601677,明泰铝业,13.66,1.86,19.81,3.06,9.002,0.732,8134138573.0,8.494,14.56
000585,*ST东电,1.86,-3.13,-5.1,1.07,12.579,0.0,1133523019.0,1.12,2.1
002907,华森制药,15.69,-1.94,-5.59,0.37,49.723,0.28,4439938141.0,14.0549,21.9152
002841,视源股份,103.88,1.1,22.23,0.43,43.336,0.708,41585555733.0,71.7672,113.44
688013,天臣医疗,34.77,-2.52,86.73,8.89,83.109,None,566328162.0,33.86,48.0
605100,华丰股份,48.85,0.47,23.89,3.21,22.551,0.0,1060045000.0,46.75,75.58
300835,龙磁科技,52.76,-1.71,166.25,6.02,61.801,0.948,932269200.0,23.7789,89.5571
002188,ST巴士,2.95,-4.53,-16.67,0.83,1.572,0.0,710605608.0,2.55,5.67
002692,ST远程,3.12,-1.58,-14.05,0.34,24.51,0.0,2118206376.0,2.79,4.12
601800,中国交建,7.38,-0.14,-16.95,0.09,7.104,3.156,86694597437.0,7.0916,10.0601
300761,立华股份,36.68,3.41,-36.7,2.2,18.174,2.726,4381838650.0,33.79,72.6758
300460,惠伦晶体,12.82,0.0,9.24,1.94,-24.036,0.0,3020185342.0,6.5929,20.6429
601319,中国人保,6.5,-1.96,-13.03,1.0,14.541,2.338,36410185624.0,5.9281,8.7543
601003,柳钢股份,4.67,0.86,-9.48,0.26,5.703,9.636,11968244244.0,3.9722,5.39
000920,南方汇通,8.44,-2.65,28.58,2.69,41.117,0.912,3560174093.0,5.1898,9.13
300488,恒锋工具,22.08,3.61,37.86,2.12,33.276,0.586,3018746732.0,13.9013,27.31
300626,华瑞股份,13.32,2.46,57.95,20.15,133.679,0.15,1613125260.0,6.6866,15.1
