股票代码,股票名称,当前价,涨跌幅,年初至今,换手率,市盈率(TTM),股息率,市值,52周最低,52周最高
688129,东来技术,25.83,-0.92,69.71,16.86,40.154,None,705118344.0,24.66,38.47
300479,神思电子,18.03,1.01,13.84,4.8,331.079,0.166,3027268967.0,13.3733,21.94
300582,英飞特,25.24,-5.47,113.74,27.01,42.407,0.234,3399757732.0,9.9383,31.82
300516,久之洋,44.13,2.25,48.99,3.12,144.012,0.159,7943400000.0,25.2195,50.48
300593,新雷能,24.36,-0.12,34.58,8.56,50.195,0.205,2999576054.0,13.0569,29.36
300466,赛摩智能,8.78,5.53,49.83,11.12,-23.658,0.0,3306656960.0,3.92,9.83
300895,铜牛信息,67.95,3.17,437.15,30.33,115.741,0.059,1562826489.0,52.32,79.98
300898,熊猫乳品,59.78,-2.0,454.55,32.2,114.543,1.255,1581565864.0,40.0,88.0
300712,永福股份,16.44,0.12,42.56,3.0,50.292,0.608,2993789760.0,9.2273,21.99
300141,和顺电气,14.66,-4.68,120.05,19.67,-439.853,0.103,2427555543.0,5.4734,17.45
300826,测绘股份,44.4,2.02,94.06,18.3,44.875,0.0,888000000.0,27.46,55.88
300279,和晶科技,7.16,0.99,19.33,8.63,-1547.193,0.0,3147079600.0,4.65,9.36
300491,通合科技,23.23,4.55,78.55,27.93,208.973,0.0,2822303460.0,10.7,26.22
603041,美思德,16.1,3.01,32.13,2.58,21.253,0.976,2260207516.0,10.7236,17.39
605338,巴比食品,49.19,3.45,286.71,16.29,84.104,None,3049780000.0,15.26,50.47
605058,澳弘电子,26.4,3.41,44.82,12.92,31.339,None,943298400.0,25.21,34.95
003009,中天火箭,64.08,2.38,395.21,36.39,88.207,None,2489386248.0,17.08,94.14
002970,锐明技术,59.71,-1.5,-1.9,6.14,47.124,0.67,2579472000.0,22.6415,86.8918
605111,新洁能,134.97,10.0,577.9,31.04,100.038,0.147,3414741000.0,28.67,134.97
603919,金徽酒,37.7,3.15,181.23,10.79,71.653,0.494,18522279216.0,8.9925,40.21
003015,日久光电,15.19,-2.13,131.2,33.24,43.274,0.0,1067350672.0,7.88,18.46
600573,惠泉啤酒,8.24,-3.06,24.6,7.05,68.43,0.364,2060000000.0,5.3381,9.03
003013,地铁设计,20.77,8.12,54.65,20.59,29.898,None,831007700.0,16.12,25.74
300891,惠云钛业,20.25,-1.03,456.32,22.28,108.094,0.37,1920649158.0,16.21,26.01
300848,美瑞新材,55.3,3.04,96.24,9.66,40.865,0.0,921851000.0,33.82,71.87
300845,捷安高科,39.9,2.41,126.32,8.26,43.65,0.0,921291000.0,21.16,59.87
300100,双林股份,16.45,-2.95,175.08,17.51,-9.515,0.0,6269715132.0,4.66,18.58
300589,江龙船艇,36.01,-2.01,180.45,16.8,221.2,0.0,3411228596.0,9.81,44.0
300849,锦盛新材,29.17,1.11,108.51,18.21,58.915,0.0,729250000.0,16.79,40.87
300561,汇金科技,23.17,1.0,50.0,5.6,312.018,0.347,3115311854.0,12.1544,30.79
002724,海洋王,7.75,3.47,10.39,2.6,20.124,1.191,2581377944.0,5.5654,8.64
300444,双杰电气,7.69,3.64,54.11,21.58,-6.928,0.0,2699626761.0,3.68,9.5
000036,华联控股,4.11,0.98,3.32,0.34,8.229,9.732,6080639907.0,3.1011,5.1
300385,雪浪环境,11.14,-0.09,48.53,6.54,35.548,0.561,2506861237.0,5.6918,12.73
300556,丝路视觉,26.08,-1.25,56.18,11.36,51.33,0.192,2247159050.0,13.857,30.43
300885,海昌新材,51.08,-0.83,169.27,13.85,72.041,None,1021600000.0,39.18,80.0
300781,因赛集团,50.01,-17.48,54.93,53.93,118.813,0.4,1377605466.0,24.9255,65.1
600861,北京城乡,21.8,-0.37,156.43,2.21,-65.063,0.092,6906347888.0,8.1119,23.31
300899,上海凯鑫,70.64,0.09,189.15,20.56,79.657,0.18,1126708000.0,53.0,101.0
300176,派生科技,11.45,20.02,27.79,14.4,-25.951,0.0,4295922798.0,5.2,11.45
300411,金盾股份,13.61,-3.34,84.17,11.12,-93.827,0.0,2317171054.0,6.78,16.84
002659,凯文教育,5.81,-0.17,-6.89,1.26,180.656,0.0,2896611882.0,5.08,8.08
603333,尚纬股份,7.27,0.0,-28.35,None,68.855,0.825,3756886508.0,6.338,12.2
