股票代码,股票名称,当前价,涨跌幅,年初至今,换手率,市盈率(TTM),股息率,市值,52周最低,52周最高
002417,深南股份,9.26,-1.91,33.24,7.17,93.241,0.0,2181636295.0,5.45,13.75
300555,路通视信,12.41,5.71,32.9,16.55,686.842,0.161,2158231365.0,7.1728,13.9665
300670,大烨智能,10.05,-2.05,19.93,13.46,65.991,0.0,1790910000.0,5.97,11.66
300588,熙菱信息,14.12,-5.11,41.02,13.42,-91.2,0.042,1481777157.0,7.9644,18.47
002109,兴化股份,3.55,-0.56,5.68,1.51,29.898,0.563,3737954001.0,2.7331,3.8958
300851,交大思诺,46.66,-3.89,63.89,8.18,34.418,0.729,1014080444.0,34.1669,66.0216
601669,中国电建,3.99,-0.75,-7.17,0.34,8.397,0.996,44466162145.0,3.3673,4.88
605008,长鸿高科,25.44,0.95,141.37,11.77,45.925,None,1170240000.0,12.65,26.34
600890,中房股份,7.22,-1.63,14.06,1.67,147.004,0.0,4181787359.0,5.28,10.4
002147,*ST新光,1.32,-0.75,-37.74,0.81,-0.414,0.0,708833404.0,1.25,2.55
603877,太平鸟,40.21,0.2,175.91,0.63,29.267,1.749,19169224436.0,12.9128,43.74
603488,展鹏科技,10.01,0.3,64.4,1.16,29.529,1.998,2922824304.0,5.0222,13.79
600145,*ST新亿,1.7,1.8,-40.35,0.89,136.272,0.0,2534870646.0,1.19,2.71
002086,*ST东洋,1.88,0.53,-49.19,2.28,-1.374,0.0,1028921133.0,1.59,4.15
300847,中船汉光,35.0,-4.37,404.32,14.41,81.807,0.0,1726900000.0,8.33,41.3
000906,浙商中拓,7.21,-0.14,27.42,2.33,8.885,3.469,4769499025.0,4.7651,7.82
300892,品渥食品,62.2,-6.03,133.31,24.13,43.138,None,1474779229.0,54.01,82.0
600306,*ST商城,4.95,-0.4,-13.01,0.79,-6.914,0.0,878404705.0,3.82,6.56
002290,ST中科创,5.86,5.02,17.43,1.46,-1.795,0.0,1268537910.0,4.24,5.86
002163,海南发展,18.44,-1.13,232.25,2.4,155.755,0.0,14816051783.0,4.25,25.5
600238,ST椰岛,4.8,-1.64,-18.92,0.24,-9.157,0.0,2136007584.0,3.94,7.13
002638,*ST勤上,1.5,2.74,-59.35,1.6,-5.766,0.0,1469054823.0,1.36,3.88
600518,ST康美,3.39,-0.59,-9.12,0.5,-2.386,0.0,14945787815.0,2.31,4.82
601777,*ST力帆,5.16,-1.34,67.53,0.7,-1.071,0.0,6634863600.0,2.21,6.45
300062,中能电气,20.79,-10.0,285.04,41.2,-2545.019,0.096,4032478816.0,4.3335,24.06
000408,*ST藏格,7.61,-1.04,3.12,0.64,49.933,0.0,3603229678.0,3.55,9.07
300445,康斯特,17.25,-4.85,26.39,4.01,54.1,0.307,2013444374.0,11.2005,19.32
688198,佰仁医疗,103.63,-2.23,146.25,1.88,138.392,None,2114052000.0,31.0,149.88
002366,台海核电,5.08,-0.59,-27.01,5.25,-6.481,0.0,2539093885.0,3.87,7.85
002210,*ST飞马,2.32,-1.28,79.84,0.53,-0.303,0.0,3830592115.0,0.84,2.87
002716,*ST金贵,2.53,-0.39,-11.85,1.55,-0.432,0.0,1867170342.0,1.21,3.26
000869,张裕A,34.65,-0.57,23.16,1.2,29.966,2.02,15712416720.0,21.2528,42.27
603855,华荣股份,19.43,-2.21,101.09,1.52,25.345,2.573,6432690100.0,8.0932,21.99
300514,友讯达,16.31,4.28,31.3,16.99,77.707,0.307,2493994720.0,9.9632,16.39
000017,*ST中华A,2.59,-1.15,-42.7,1.35,-659.612,0.0,784720811.0,2.0,5.43
601238,广汽集团,13.05,9.66,13.79,1.17,25.283,1.379,79403541238.0,8.8552,13.09
002076,*ST雪莱,2.03,-0.98,-18.15,1.0,-3.39,0.0,1023563719.0,1.53,3.71
300038,数知科技,7.5,-13.79,-12.76,8.54,96.732,0.333,8707381973.0,7.31,11.6984
002706,良信股份,26.39,1.7,220.61,0.84,61.205,0.948,15771597098.0,7.3003,28.58
600421,ST仰帆,11.13,-0.63,36.4,0.19,320.677,0.0,2177028000.0,7.3,16.57
002428,云南锗业,13.64,-2.43,60.28,2.66,-226.437,0.0,8788447639.0,6.76,19.5
600179,*ST安通,6.25,0.0,42.69,1.7,-2.035,0.0,4297746444.0,3.06,6.66
603992,松霖科技,18.3,1.84,-8.1,8.74,28.203,0.962,819840000.0,13.8658,26.07
601028,玉龙股份,13.53,-0.73,164.77,0.48,123.441,0.0,10594338533.0,4.47,14.19
300129,泰胜风能,9.03,5.99,90.41,16.48,26.524,1.107,5104996722.0,3.6,9.83
300499,高澜股份,13.25,5.16,68.02,14.88,59.628,0.403,2594031801.0,7.315,16.0571
002240,威华股份,14.88,4.86,87.17,7.13,-128.691,0.0,8590588024.0,6.68,18.1
300880,迦南智能,52.38,-7.37,438.34,28.93,76.478,None,1656595389.0,31.11,84.0
000587,*ST金洲,1.59,-1.24,-12.64,1.63,-0.537,0.0,1928688842.0,0.67,2.4
300283,温州宏丰,7.68,5.06,71.58,20.72,114.243,0.169,1997879846.0,3.5291,9.9
300505,川金诺,21.38,0.56,21.55,13.79,40.972,0.576,1750681524.0,13.3623,22.99
300269,联建光电,6.34,-4.37,27.82,12.54,-2.342,0.0,2671340931.0,3.16,8.46
300897,山科智能,62.0,-12.48,85.3,54.5,55.097,None,1054000000.0,47.86,70.84
300693,盛弘股份,27.34,-4.97,91.8,10.25,41.466,0.366,2564269152.0,11.6085,30.32
300107,建新股份,7.52,-2.84,11.32,4.55,41.547,7.961,2529563590.0,4.9436,8.3
300151,昌红科技,26.08,7.9,204.67,3.66,97.46,0.0,7457714354.0,6.83,26.45
600733,北汽蓝谷,6.62,2.0,13.36,1.58,-9.331,0.0,12079201000.0,4.81,8.03
600696,ST岩石,8.12,-1.22,-36.86,0.22,470.265,0.0,2715891780.0,7.9,14.66
300351,永贵电器,11.52,0.0,30.76,1.97,-10.015,0.0,2869865764.0,6.58,13.4
000729,燕京啤酒,8.92,0.68,37.22,1.27,349.038,0.247,22384236207.0,5.3539,9.17
002203,海亮股份,8.09,-1.94,-20.42,0.36,20.166,0.927,14876239150.0,7.56,10.6615
300386,飞天诚信,27.21,3.38,72.51,6.15,108.811,0.074,6152843564.0,12.756,33.2
600908,无锡银行,5.69,-0.18,6.25,0.76,8.142,3.163,9807285872.0,4.5928,7.42
300394,天孚通信,60.32,-0.28,59.0,1.62,47.002,0.664,10618374499.0,31.1552,75.53
002345,潮宏基,4.65,2.2,18.75,1.91,-98.071,2.151,4136853584.0,3.0218,4.7
603667,五洲新春,8.98,-1.97,-3.98,2.18,40.685,1.893,2362851814.0,7.1198,10.4005
002164,宁波东力,6.16,2.16,62.53,9.8,2.413,0.0,2686530967.0,2.93,6.56
600337,美克家居,5.0,-0.6,12.87,0.82,65.673,0.0,8833863680.0,3.84,6.33
300718,长盛轴承,25.08,-2.11,22.59,55.79,35.106,0.877,1241460000.0,14.359,28.5996
600731,湖南海利,11.25,-0.44,55.82,4.82,17.548,0.0,3674847566.0,5.64,11.5
603648,畅联股份,9.39,-2.19,-4.06,1.66,29.767,1.917,3461780313.0,7.6847,12.2347
605003,众望布艺,32.28,-2.39,25.36,10.87,19.441,None,710160000.0,28.4,40.79
300034,钢研高纳,22.45,-2.81,41.5,2.04,66.46,0.534,9653277116.0,12.12,30.21
600638,新黄浦,6.98,-0.57,-0.57,0.99,-9.275,0.0,4700309566.0,4.81,8.55
600608,ST沪科,4.55,-0.44,0.22,0.21,302.376,0.0,1448590057.0,4.01,5.05
300407,凯发电气,10.3,-2.37,31.45,8.52,51.797,0.239,2167083198.0,6.779,11.33
601611,中国核建,7.42,0.41,4.9,0.38,15.536,0.755,19477649891.0,5.7738,10.16
300469,信息发展,19.66,20.02,22.42,22.35,-25.335,0.0,3413295691.0,10.36,20.06
300585,奥联电子,18.89,-5.08,12.04,9.99,77.686,0.0,3022400000.0,12.65,21.06
603956,威派格,19.01,-0.52,15.62,3.02,61.356,0.789,1670220501.0,12.6957,21.7542
300057,万顺新材,7.0,-4.37,17.11,7.2,47.165,0.714,3488154649.0,4.5423,7.64
002577,雷柏科技,13.96,0.29,8.64,1.02,-31.098,0.0,3948795400.0,8.95,18.97
300710,万隆光电,32.5,2.46,11.75,4.62,-650.066,0.123,1893023990.0,21.1462,46.51
300668,杰恩设计,21.72,6.21,29.97,21.71,65.818,1.069,1235275196.0,13.1856,23.13
002354,*ST天娱,3.68,-2.13,28.67,0.51,-2.92,0.0,2628059849.0,1.64,4.35
000001,平安银行,17.77,0.79,9.87,0.44,12.785,1.227,344840225124.0,11.7098,18.78
600754,锦江酒店,44.98,1.86,59.93,0.35,53.19,1.334,36071101071.0,20.768,50.01
300490,华自科技,12.13,-14.28,9.89,17.9,159.744,0.253,2846545766.0,7.621,15.68
601717,郑煤机,10.96,3.01,74.56,4.32,15.907,1.688,16322039383.0,4.4347,11.51
002245,澳洋顺昌,6.71,1.67,64.68,3.89,33.343,0.224,6131830347.0,3.4668,6.93
300889,爱克股份,44.52,-6.12,59.17,19.86,66.014,None,1646775834.0,40.1,75.38
600660,福耀玻璃,34.77,3.57,49.24,2.09,38.344,2.157,69643834764.0,17.3449,36.23
002306,ST云网,2.62,0.0,3.97,0.17,-52.439,0.0,2077786970.0,2.14,3.75
002908,德生科技,13.46,0.37,6.02,1.51,32.073,1.115,1926576789.0,10.4212,16.3931
000039,中集集团,11.9,1.02,23.17,3.01,26.68,1.006,18257829993.0,6.7395,12.14
600702,ST舍得,44.05,5.01,46.78,3.83,28.706,0.455,14603325172.0,21.16,45.77
000525,红太阳,7.61,3.82,-21.71,2.73,-8.254,0.0,4372057841.0,6.85,11.8
600856,*ST中天,1.31,-1.5,-47.81,0.27,-0.556,0.0,1759882895.0,0.84,2.58
603466,风语筑,21.37,-0.47,44.2,1.67,18.89,0.0,6200680734.0,12.35,23.52
688166,博瑞医药,61.02,-0.97,92.38,1.97,147.997,None,2376729000.0,26.22,72.43
300438,鹏辉能源,19.99,-5.62,11.88,8.52,215.58,0.0,6330607293.0,11.8133,22.42
300239,东宝生物,7.14,-2.33,42.6,4.88,165.908,0.421,3605656018.0,4.1228,9.85
300278,华昌达,7.06,-6.98,64.57,12.63,-4.4,0.0,2782814678.0,3.31,9.28
300414,中光防雷,17.4,-5.64,43.98,8.87,140.47,0.259,5304635792.0,9.5248,20.44
002251,步步高,11.55,-1.37,28.03,0.83,91.046,0.866,9978090634.0,7.2569,15.5
600600,青岛啤酒,87.5,5.17,72.87,1.5,53.185,0.622,60892441488.0,36.1254,99.5
300094,国联水产,4.7,-2.08,10.59,1.47,-7.104,0.0,4112871117.0,3.28,6.21
002202,金风科技,11.97,10.02,1.52,4.91,18.814,1.337,40619997555.0,8.8012,13.4682
300893,松原股份,58.66,-0.93,335.49,35.43,67.433,None,1390813583.0,34.0,67.2
600895,张江高科,19.33,-0.82,27.0,0.64,24.486,0.621,29936169001.0,11.6811,24.49
600199,金种子酒,7.16,3.62,14.93,5.48,-20.741,0.0,4342320840.0,4.73,8.49
300546,雄帝科技,22.51,-5.38,-21.69,3.01,111.858,0.538,1903609855.0,20.2844,36.2832
002876,三利谱,44.97,-0.71,-7.75,1.77,70.225,0.093,3409994604.0,38.2879,65.5279
002418,*ST康盛,1.96,0.0,-31.47,0.41,-5.35,0.0,2226422310.0,1.45,4.04
600448,华纺股份,4.14,-1.19,-8.17,3.74,163.77,0.0,2557016853.0,3.65,6.75
300648,星云股份,30.67,-2.73,93.03,3.26,83.712,0.033,2419280362.0,13.1708,40.99
300265,通光线缆,12.21,-6.65,58.81,5.42,105.644,0.119,4446933453.0,6.001,19.8103
300327,中颖电子,34.85,-0.85,50.79,1.88,46.448,1.252,9716288418.0,20.052,40.37
002833,弘亚数控,49.29,-0.14,101.29,1.24,35.824,0.761,6061094692.0,18.7796,50.8
603039,泛微网络,91.1,-0.37,118.38,0.22,131.884,0.118,18839681240.0,37.467,109.59
002461,珠江啤酒,10.26,2.5,45.39,0.8,41.414,0.975,22708723529.0,5.6533,13.7
601838,成都银行,10.6,-0.66,22.26,2.18,6.666,3.962,20085248541.0,7.0357,11.77
300048,合康新能,5.83,-1.85,141.91,4.15,-23.098,0.0,6327346264.0,1.97,7.21
002646,青青稞酒,10.47,1.85,-1.99,1.23,-84.548,0.287,4709569856.0,8.7572,12.22
600256,广汇能源,2.96,-6.62,-10.57,1.46,18.088,0.0,19991937029.0,2.4,3.53
605136,丽人丽妆,41.0,-0.61,235.24,25.92,58.098,None,1640410000.0,17.61,55.28
600019,宝钢股份,5.52,1.1,2.0,0.56,10.915,5.072,122301024090.0,4.3183,5.59
300076,GQY视讯,6.71,2.29,14.9,4.51,299.81,0.0,2565511921.0,4.33,7.67
002735,王子新材,40.17,-0.84,120.11,0.63,101.804,0.0,3714835315.0,14.99,43.27
000913,钱江摩托,29.2,1.53,176.17,1.6,70.318,1.507,13243251200.0,8.5182,30.15
300096,易联众,12.2,-4.46,25.72,8.52,-170.12,0.041,4593523614.0,7.2756,14.9
000929,兰州黄河,8.37,0.12,20.61,3.38,-73.233,0.0,1554762847.0,5.64,9.5
002534,杭锅股份,9.65,-0.92,31.65,0.65,13.941,4.145,7110204534.0,6.2191,10.2
300812,易天股份,49.88,-4.9,134.64,7.65,52.171,1.002,966674400.0,25.5077,86.0624
603569,长久物流,11.09,8.94,14.11,1.45,61.314,6.303,6213464932.0,7.6665,11.7702
002781,奇信股份,19.89,-1.53,22.64,1.01,-72.534,0.196,4140810033.0,12.9763,23.06
300222,科大智能,13.63,-2.15,46.09,9.56,-3.785,0.0,7407521247.0,6.81,16.17
603223,恒通股份,17.3,-1.48,174.25,0.92,72.233,0.017,4882752000.0,5.0285,17.97
603279,景津环保,24.0,1.22,15.51,1.77,22.048,2.5,4567455624.0,19.144,28.0545
002312,三泰控股,6.47,-3.29,53.68,1.79,11.062,0.0,8568330091.0,3.8,7.4
600826,兰生股份,10.26,-1.16,-8.77,0.26,261.272,1.267,4315789875.0,9.0837,13.1912
603776,永安行,21.71,-1.9,28.14,1.81,8.116,0.829,4072361800.0,15.5652,25.0
300881,盛德鑫泰,46.31,-9.36,226.82,23.39,75.961,None,1098052196.0,30.3,94.96
300787,海能实业,48.5,-3.17,-22.17,6.58,45.623,0.687,2416755000.0,28.2514,73.1232
002430,杭氧股份,26.75,0.53,101.08,0.62,34.428,0.673,25780390690.0,10.7729,27.74
300375,鹏翎股份,6.22,-2.35,76.7,18.19,29.091,0.0,2722923908.0,3.03,6.88
300886,华业香料,74.91,2.27,302.96,46.34,86.711,None,1019324341.0,57.98,100.01
601866,中远海发,2.14,-0.47,-15.51,0.39,14.673,2.103,16974747500.0,1.77,2.611
002853,皮阿诺,23.8,0.0,31.9,3.42,21.167,1.092,1769358830.0,14.249,29.35
002685,华东重机,5.38,-1.65,-19.98,3.45,19.237,0.929,4270806121.0,4.4323,7.77
300470,中密控股,41.81,-5.19,55.67,1.74,37.967,0.431,7514398413.0,22.8529,49.18
600543,莫高股份,7.09,1.72,22.8,4.01,429.952,0.367,2276740800.0,4.637,11.83
300436,广生堂,34.4,0.73,3.27,0.79,410.53,0.0,3921989614.0,28.52,40.58
300697,电工合金,18.86,1.45,27.57,1.76,39.346,1.591,3922880000.0,11.4739,21.47
002441,众业达,9.08,2.37,24.97,3.19,18.168,2.423,3575471534.0,6.5243,9.9376
300786,国林科技,31.38,-2.67,-5.33,10.29,34.715,0.538,1618994616.0,24.01,40.61
300647,超频三,17.05,2.1,93.9,33.73,876.443,0.039,3696525966.0,6.9145,19.15
002863,今飞凯达,7.84,-0.51,40.99,1.39,46.925,0.195,3094296516.0,4.3946,8.72
300008,天海防务,8.29,-4.16,186.85,8.87,-32.566,0.0,6159697088.0,2.34,12.9
002946,新乳业,19.4,-1.57,54.88,4.79,66.158,0.309,3090744368.0,9.5343,25.8502
603683,晶华新材,16.11,0.69,19.77,1.56,59.249,0.735,2040653700.0,10.1129,18.57
603159,上海亚虹,12.45,-0.95,9.74,0.67,45.301,1.847,1743000000.0,9.0607,14.1906
002568,百润股份,68.1,-1.2,161.82,1.19,77.808,0.881,23746492677.0,22.4752,69.78
601601,中国太保,32.61,-1.51,-10.22,0.65,12.161,3.466,223216801848.0,24.9568,38.4719
300011,鼎汉技术,8.18,-1.92,38.41,4.28,69.409,0.0,3875066999.0,5.27,9.1
000012,南玻A,6.12,2.86,23.88,2.49,26.139,1.144,11977203289.0,3.7274,6.9
600791,京能置业,4.4,-2.87,14.98,1.55,-27.034,0.273,1990180262.0,3.0095,6.22
002214,大立科技,26.49,-1.01,150.97,2.17,32.876,0.304,9465443912.0,9.08,32.56
300869,康泰医学,157.02,0.65,1445.47,23.28,114.838,0.17,6051269420.0,50.08,308.0
000990,诚志股份,13.3,-0.37,-10.26,0.41,120.03,2.18,11092533710.0,10.98,19.26
002090,金智科技,8.67,-0.91,-18.07,0.89,116.128,0.288,3461880627.0,7.8097,11.3106
002856,美芝股份,17.11,0.23,-8.55,1.23,-83.735,0.0,1269197899.0,14.44,20.93
000777,中核科技,12.88,-1.45,6.68,0.66,42.853,0.831,4938276377.0,9.8611,18.16
600258,首旅酒店,16.86,-0.24,-17.88,0.64,-42.783,0.415,16504107352.0,12.8811,21.6378
300341,麦克奥迪,10.5,1.94,-30.17,3.76,39.051,0.286,5351248203.0,6.3777,20.1893
200017,*ST中华B,1.0,-0.99,-40.83,0.06,-220.219,0.0,248362982.0,0.67,1.87
002239,奥特佳,4.29,-3.6,141.26,2.08,427.761,0.093,13433531899.0,1.6184,7.45
600248,延长化建,4.09,-1.92,-6.62,0.38,34.008,0.489,2685837822.0,3.5736,4.9871
300747,锐科激光,76.0,2.08,-3.1,2.96,97.307,0.119,11613485444.0,50.9754,83.2279
600616,金枫酒业,4.65,1.97,20.25,0.91,-1689.313,0.496,3110873018.0,3.1166,5.59
603629,利通电子,31.47,3.05,14.64,10.02,67.762,0.636,944100000.0,20.8333,33.5317
603727,博迈科,17.9,-1.49,-7.26,0.55,46.233,0.559,4192077111.0,14.0926,22.7191
300325,德威新材,3.81,-4.27,20.95,16.83,-5.948,0.0,3796793656.0,2.4,5.44
002469,三维工程,5.25,-5.41,30.93,2.75,31.306,1.905,2409871790.0,3.2763,6.68
300810,中科海讯,55.18,-9.36,-24.27,15.08,257.235,0.17,1087046000.0,29.464,100.9183
300772,运达股份,16.23,6.15,-7.34,14.27,33.577,0.924,2513611106.0,12.1578,19.2448
000961,中南建设,8.98,1.01,-12.38,0.58,6.926,3.118,33834021971.0,6.7126,10.9676
300109,新开源,19.64,2.45,20.13,4.75,66.403,0.102,5718371087.0,13.6622,22.301
300879,大叶股份,40.42,-6.63,282.04,18.72,68.825,None,1533492197.0,29.26,83.6
002684,*ST猛狮,3.72,-1.33,-34.85,0.28,16.059,0.0,1628790513.0,2.59,7.05
000416,民生控股,6.62,-2.07,20.13,2.33,138.551,0.453,3519464069.0,3.9917,7.84
601500,通用股份,6.08,3.75,-5.82,1.3,55.227,0.822,5303523747.0,4.9782,6.96
600630,龙头股份,6.78,-0.73,-10.67,1.14,-22.742,0.0,2880561628.0,6.32,11.0
605388,均瑶健康,18.58,-8.16,38.35,14.17,39.382,None,1300600000.0,16.12,32.25
601919,中远海控,6.41,1.75,21.63,0.97,11.792,0.0,55493304487.0,3.14,6.5
002976,瑞玛工业,30.9,-2.55,64.87,3.0,44.112,1.618,772500000.0,22.4884,52.588
002282,博深股份,10.83,2.17,30.32,0.94,51.756,0.494,3383311375.0,6.4756,12.17
300625,三雄极光,19.47,-1.67,21.84,2.86,21.723,1.541,2694566265.0,13.2478,21.49
300392,腾信股份,11.68,-1.68,55.94,4.55,191.137,0.0,3033713443.0,6.11,13.88
002867,周大生,24.97,3.7,34.03,0.52,21.549,1.802,18053096507.0,16.4481,35.04
002654,万润科技,4.48,-3.45,-18.55,1.72,-1169.421,0.0,2979641912.0,3.69,6.14
003002,壶化股份,13.87,-1.84,68.73,14.69,32.747,None,693500000.0,9.86,15.75
000599,青岛双星,4.65,-1.06,-1.49,0.73,-12.993,0.217,3569754510.0,3.4428,6.22
300863,卡倍亿,149.54,-4.75,695.85,27.51,145.791,None,1958623628.0,60.0,180.5
300868,杰美特,57.09,-3.81,38.37,24.31,66.316,None,1732701025.0,42.96,95.6
600568,*ST中珠,1.65,-1.2,-5.71,0.63,-8.494,0.0,2582164675.0,1.0,2.15
300753,爱朋医疗,34.96,2.58,12.49,6.82,43.084,0.88,1632811380.0,28.4865,43.5
601318,中国平安,78.66,-1.16,-5.34,0.67,11.702,2.67,852097389413.0,64.1784,88.7413
600339,中油工程,2.91,0.34,-12.64,0.29,15.944,1.512,16246959141.0,2.2109,3.6946
002420,ST毅昌,4.19,0.48,5.54,0.73,10.111,0.0,1640904979.0,3.38,4.36
300065,海兰信,13.93,0.51,14.6,1.43,102.49,0.215,4610464338.0,9.1634,17.75
300340,科恒股份,13.77,0.0,9.01,0.0,-98.728,0.363,2356351455.0,9.2648,16.86
002259,*ST升达,3.71,0.82,65.62,0.27,-2.384,0.0,2791137871.0,1.73,4.26
688188,柏楚电子,264.58,1.16,69.11,2.92,79.746,None,6516965229.0,116.03,278.0
002431,棕榈股份,3.65,-1.35,19.67,0.41,-7.258,0.0,4981771324.0,2.35,4.29
002670,国盛金控,9.35,-0.21,-26.44,0.57,-57.036,0.0,15173877650.0,8.31,13.32
600376,首开股份,6.49,-1.22,-13.01,0.15,8.482,6.163,16741378421.0,5.6445,8.3591
600550,保变电气,4.78,-1.65,55.19,0.39,82.223,0.0,7335421780.0,2.64,8.1
300586,美联新材,11.19,-3.62,0.47,7.95,70.607,0.353,3227658986.0,6.5989,14.0154
600738,兰州民百,6.1,-0.81,23.48,1.05,38.421,4.956,4516852805.0,4.03,6.66
601677,明泰铝业,13.6,-2.65,19.29,2.3,8.932,0.735,8098410292.0,8.494,14.56
000585,*ST东电,1.92,2.67,-2.04,0.77,-34.891,0.0,1170088278.0,1.12,2.1
002907,华森制药,16.22,0.43,-2.4,0.24,51.403,0.271,4589916931.0,14.0549,21.9152
002841,视源股份,102.77,1.74,20.93,0.31,42.873,0.716,41141197176.0,71.7672,113.44
688013,天臣医疗,37.8,0.4,103.01,12.14,90.352,None,615680314.0,33.86,48.0
605100,华丰股份,49.21,1.09,24.8,3.15,22.717,0.0,1067857000.0,46.75,75.58
300835,龙磁科技,56.86,-3.95,184.3,10.43,66.603,0.879,1004716200.0,24.0,90.39
002188,ST巴士,3.14,-0.95,-11.3,0.34,1.673,0.0,756373427.0,2.55,5.67
002692,ST远程,3.13,-0.95,-13.77,0.24,24.588,0.0,2124995499.0,2.79,4.12
601800,中国交建,7.52,-0.13,-15.38,0.1,7.239,3.097,88339210396.0,7.0916,10.0601
300761,立华股份,34.93,-0.6,-39.72,1.06,17.307,2.863,4172781463.0,33.79,76.6559
300460,惠伦晶体,13.25,-5.02,12.9,4.88,-24.842,0.0,3121486410.0,6.5929,20.6429
601319,中国人保,6.81,-0.58,-8.89,0.81,15.234,2.232,38146671399.0,5.9281,8.7543
601003,柳钢股份,4.65,-0.64,-9.87,0.14,5.678,9.677,11916988380.0,3.9722,5.39
000920,南方汇通,8.65,-0.35,31.78,2.33,42.14,0.89,3648756624.0,5.1898,9.13
