股票代码,股票名称,当前价,涨跌幅,年初至今,换手率,市盈率(TTM),股息率,市值,52周最低,52周最高
688129,东来技术,26.32,1.9,72.93,19.39,40.915,None,718494572,24.66,38.47
300479,神思电子,18.27,1.33,15.35,4.7,335.486,0.164,3067565393,13.3733,21.94
300582,英飞特,23.72,-6.02,100.87,23.36,39.853,0.249,3195017964,9.9383,31.82
300516,久之洋,44.9,1.74,51.59,4.28,146.525,0.156,8082000000,25.2195,50.48
300593,新雷能,23.82,-2.22,31.6,7.2,49.082,0.21,2933082989,13.0569,29.36
300466,赛摩智能,8.68,-1.14,48.12,8.83,-23.388,0,3268995719,3.92,9.83
300895,铜牛信息,65.1,-4.19,414.62,23.82,110.887,0.062,1497277475,52.32,79.98
300898,熊猫乳品,57.48,-3.85,433.21,28.17,110.136,1.305,1520716056,40,88
300712,永福股份,16.29,-0.91,41.26,2.59,49.833,0.614,2966474160,9.2273,21.99
300141,和顺电气,14.88,1.5,123.36,22.66,-446.453,0.101,2463985435,5.4734,17.45
300826,测绘股份,45.53,2.55,98.99,33.82,46.017,0,910600000,27.46,55.88
300279,和晶科技,6.94,-3.07,15.67,7.73,-1499.654,0,3050381624,4.65,9.36
300491,通合科技,27.88,20.02,114.3,26.39,250.804,0,3387250127,10.7,27.88
603041,美思德,15.87,-1.43,30.24,1.53,20.949,0.99,2227918837,10.7236,17.39
605338,巴比食品,48.97,-0.45,284.98,11.9,83.728,None,3036140000,15.26,50.47
605058,澳弘电子,26.63,0.87,46.08,14.2,31.612,None,951516530,25.21,34.95
3009,中天火箭,62.98,-1.72,386.71,30.95,86.692,None,2446653338,17.08,94.14
2970,锐明技术,65.68,10,7.9,12.89,51.835,0.609,2837376000,22.6415,86.8918
605111,新洁能,123.92,-8.19,522.4,30.45,91.848,0.16,3135176000,28.67,138
603919,金徽酒,38.91,3.21,190.25,7.81,73.953,0.478,19116760856,8.9925,40.21
3015,日久光电,16.71,10.01,154.34,46.51,47.605,0,1174156006,7.88,18.46
600573,惠泉啤酒,8.12,-1.46,22.79,4.82,67.434,0.369,2030000000,5.3381,9.03
3013,地铁设计,22.58,8.71,68.13,29.92,32.503,None,903425800,16.12,25.74
300891,惠云钛业,19.03,-6.02,422.8,21.97,101.582,0.394,1804935974,16.21,26.01
