300122,智飞生物,智飞生物,2020-09-30
600754,锦江酒店,锦江酒店,2020-09-30
002027,分众传媒,分众传媒,2020-09-30
601318,中国平安,中国平安,2020-09-30
600887,伊利股份,伊利股份,2020-09-30
002475,立讯精密,立讯精密,2020-09-30
600438,通威股份,通威股份,2020-09-30
600036,招商银行,招商银行,2020-09-30
002493,荣盛石化,荣盛石化,2020-09-30
002353,杰瑞股份,杰瑞股份,2020-09-30
601888,中国中免,中国中免,2020-06-30
600887,伊利股份,伊利股份,2020-06-30
000651,格力电器,格力电器,2020-06-30
002027,分众传媒,分众传媒,2020-06-30
600529,山东药玻,山东药玻,2020-06-30
600438,通威股份,通威股份,2020-06-30
002353,杰瑞股份,杰瑞股份,2020-06-30
300122,智飞生物,智飞生物,2020-06-30
000656,金科股份,金科股份,2020-06-30
600036,招商银行,招商银行,2020-06-30
600600,青岛啤酒,青岛啤酒,2020-06-30
002352,顺丰控股,顺丰控股,2020-06-30
002142,宁波银行,宁波银行,2020-06-30
600426,华鲁恒升,华鲁恒升,2020-06-30
002415,海康威视,海康威视,2020-06-30
601318,中国平安,中国平安,2020-06-30
002271,东方雨虹,东方雨虹,2020-06-30
000877,天山股份,天山股份,2020-06-30
600690,海尔智家,海尔智家,2020-06-30
000661,长春高新,长春高新,2020-06-30
300144,宋城演艺,宋城演艺,2020-06-30
002182,云海金属,云海金属,2020-06-30
603899,晨光文具,晨光文具,2020-06-30
002050,三花智控,三花智控,2020-06-30
002643,万润股份,万润股份,2020-06-30
002461,珠江啤酒,珠江啤酒,2020-06-30
300816,艾可蓝,艾可蓝,2020-06-30
300662,科锐国际,科锐国际,2020-06-30
603583,捷昌驱动,捷昌驱动,2020-06-30
600720,祁连山,祁连山,2020-06-30
002064,华峰氨纶,华峰氨纶,2020-06-30
603612,索通发展,索通发展,2020-06-30
300777,中简科技,中简科技,2020-06-30
688111,金山办公,金山办公,2020-06-30
300014,亿纬锂能,亿纬锂能,2020-06-30
002180,纳思达,纳思达,2020-06-30
601012,隆基股份,隆基股份,2020-06-30
002623,亚玛顿,亚玛顿,2020-06-30
601968,宝钢包装,宝钢包装,2020-06-30
002324,普利特,普利特,2020-06-30
688037,芯源微,芯源微,2020-06-30
688568,中科星图,中科星图,2020-06-30
688555,泽达易盛,泽达易盛,2020-06-30
688377,迪威尔,迪威尔,2020-06-30
603087,甘李药业,甘李药业,2020-06-30
300413,芒果超媒,芒果超媒,2020-06-30
688528,秦川物联,秦川物联,2020-06-30
688600,皖仪科技,皖仪科技,2020-06-30
002409,雅克科技,雅克科技,2020-06-30
300824,北鼎股份,北鼎股份,2020-06-30
300842,帝科股份,帝科股份,2020-06-30
600956,新天绿能,新天绿能,2020-06-30
300839,博汇股份,博汇股份,2020-06-30
000860,顺鑫农业,顺鑫农业,2020-06-30
300843,胜蓝股份,胜蓝股份,2020-06-30
300840,酷特智能,酷特智能,2020-06-30
300846,首都在线,首都在线,2020-06-30
600529,山东药玻,山东药玻,2020-03-31
300122,智飞生物,智飞生物,2020-03-31
002311,海大集团,海大集团,2020-03-31
002001,新和成,新和成,2020-03-31
000656,金科股份,金科股份,2020-03-31
002271,东方雨虹,东方雨虹,2020-03-31
000002,万科A,万科A,2020-03-31
600036,招商银行,招商银行,2020-03-31
002081,金螳螂,金螳螂,2020-03-31
002643,万润股份,万润股份,2020-03-31
